table_code,page_number,part,table_name
tc0699,738,内国貿易,品目別道内移出-海運2-1a
tc0700,739,内国貿易,品目別道内移出-海運2-1b
tc0701,740,内国貿易,品目別道内移出-海運2-1c
tc0702,741,内国貿易,品目別道内移出-海運2-2a
tc0703,742,内国貿易,品目別道内移出-海運2-2b
tc0704,743,内国貿易,品目別道内移出-海運2-2c
tc0705,744,内国貿易,品目別道内移出-海運3-1a
tc0706,745,内国貿易,品目別道内移出-海運3-1b
tc0707,746,内国貿易,品目別道内移出-海運3-1c
tc0708,747,内国貿易,品目別道内移出-海運3-1d
tc0709,748,内国貿易,品目別道内移出-海運3-2a
tc0710,749,内国貿易,品目別道内移出-海運3-2b
tc0711,750,内国貿易,品目別道内移出-海運3-2c
tc0712,751,内国貿易,品目別道内移出-海運3-2d
tc0713,752,内国貿易,品目別道内移出-海運3-3a
tc0714,753,内国貿易,品目別道内移出-海運3-3b
tc0715,754,内国貿易,品目別道内移出-海運3-3c
tc0716,755,内国貿易,品目別道内移出-海運3-3d
tc0717,756,内国貿易,品目別道内移入-海運1-1a
tc0718,757,内国貿易,品目別道内移入-海運1-1b
tc0719,758,内国貿易,品目別道内移入-海運1-1c
tc0720,759,内国貿易,品目別道内移入-海運1-1d
tc0721,760,内国貿易,品目別道内移入-海運1-1e
tc0722,761,内国貿易,品目別道内移入-海運1-2a
tc0723,762,内国貿易,品目別道内移入-海運1-2b
tc0724,763,内国貿易,品目別道内移入-海運1-2c
tc0725,764,内国貿易,品目別道内移入-海運1-2d
tc0726,765,内国貿易,品目別道内移入-海運1-2e
tc0727,766,内国貿易,品目別道内移入-海運2-1a
tc0728,767,内国貿易,品目別道内移入-海運2-1b
tc0729,768,内国貿易,品目別道内移入-海運2-1c
tc0730,769,内国貿易,品目別道内移入-海運2-2a
tc0731,770,内国貿易,品目別道内移入-海運2-2b
tc0732,771,内国貿易,品目別道内移入-海運2-2c
tc0733,772,内国貿易,品目別道内移入-海運3-1a
tc0734,773,内国貿易,品目別道内移入-海運3-1b
tc0735,774,内国貿易,品目別道内移入-海運3-1c
tc0736,775,内国貿易,品目別道内移入-海運3-1d
tc0737,776,内国貿易,品目別道内移入-海運3-2a
tc0738,777,内国貿易,品目別道内移入-海運3-2b
tc0739,778,内国貿易,品目別道内移入-海運3-2c
tc0740,779,内国貿易,品目別道内移入-海運3-2d
tc0741,780,内国貿易,品目別道内移入-海運3-3a
tc0742,781,内国貿易,品目別道内移入-海運3-3b
tc0743,782,内国貿易,品目別道内移入-海運3-3c
tc0744,783,内国貿易,品目別道内移入-海運3-3d
tc0745,784,内国貿易,品目別道内移出-陸運1-1a
tc0746,785,内国貿易,品目別道内移出-陸運1-1b
tc0747,786,内国貿易,品目別道内移出-陸運1-1c
tc0748,787,内国貿易,品目別道内移出-陸運1-1d
tc0749,788,内国貿易,品目別道内移出-陸運1-2a
tc0750,789,内国貿易,品目別道内移出-陸運1-2b
tc0751,790,内国貿易,品目別道内移出-陸運1-2c
tc0752,791,内国貿易,品目別道内移出-陸運1-2d
tc0753,792,内国貿易,品目別道内移出-陸運2-1a
tc0754,793,内国貿易,品目別道内移出-陸運2-1b
tc0755,794,内国貿易,品目別道内移出-陸運2-1c
tc0756,795,内国貿易,品目別道内移出-陸運2-1d
tc0757,796,内国貿易,品目別道内移出-陸運2-2a
tc0758,797,内国貿易,品目別道内移出-陸運2-2b
tc0759,798,内国貿易,品目別道内移出-陸運2-2c
tc0760,799,内国貿易,品目別道内移出-陸運2-2d
tc0761,800,内国貿易,品目別道内移出-陸運2-3a
tc0762,801,内国貿易,品目別道内移出-陸運2-3b
tc0763,802,内国貿易,品目別道内移出-陸運2-3c
tc0764,803,内国貿易,品目別道内移出-陸運2-3d
tc0765,804,内国貿易,品目別道内移入-陸運1-1a
tc0766,805,内国貿易,品目別道内移入-陸運1-1b
tc0767,806,内国貿易,品目別道内移入-陸運1-1c
tc0768,807,内国貿易,品目別道内移入-陸運1-1d
tc0769,808,内国貿易,品目別道内移入-陸運1-2a
tc0770,809,内国貿易,品目別道内移入-陸運1-2b
tc0771,810,内国貿易,品目別道内移入-陸運1-2c
tc0772,811,内国貿易,品目別道内移入-陸運1-2d
tc0773,812,内国貿易,品目別道内移入-陸運2-1a
tc0774,813,内国貿易,品目別道内移入-陸運2-1b
tc0775,814,内国貿易,品目別道内移入-陸運2-1c
tc0776,815,内国貿易,品目別道内移入-陸運2-1d
tc0777,816,内国貿易,品目別道内移入-陸運2-2a
tc0778,817,内国貿易,品目別道内移入-陸運2-2b
tc0779,818,内国貿易,品目別道内移入-陸運2-2c
tc0780,819,内国貿易,品目別道内移入-陸運2-2d
tc0781,820,内国貿易,品目別道内移入-陸運2-3a
tc0782,821,内国貿易,品目別道内移入-陸運2-3b
tc0783,822,内国貿易,品目別道内移入-陸運2-3c
tc0784,823,内国貿易,品目別道内移入-陸運2-3d
tc0785,824,内国貿易,品種別海上移出1-1a
tc0786,825,内国貿易,品種別海上移出1-1b
tc0787,826,内国貿易,品種別海上移出1-2a
tc0788,827,内国貿易,品種別海上移出1-2b
tc0789,828,内国貿易,品種別海上移出2a
tc0790,829,内国貿易,品種別海上移出2b
tc0791,830,内国貿易,品種別海上移入1-1a
tc0792,831,内国貿易,品種別海上移入1-1b
tc0793,832,内国貿易,品種別海上移入1-2a
tc0794,833,内国貿易,品種別海上移入1-2b
tc0795,834,内国貿易,品種別海上移入2a
tc0796,835,内国貿易,品種別海上移入2b
tc0797,836,内国貿易,主要水産物品目別仕向地別移出-鮮魚a
tc0798,837,内国貿易,主要水産物品目別仕向地別移出-鮮魚b
tc0799,838,内国貿易,主要水産物品目別仕向地別移出-塩鮭a
tc0800,839,内国貿易,主要水産物品目別仕向地別移出-塩鮭b
tc0801,840,内国貿易,主要水産物品目別仕向地別移出-塩鱒a
tc0802,841,内国貿易,主要水産物品目別仕向地別移出-塩鱒b
tc0803,842,内国貿易,主要水産物品目別仕向地別移出-塩鱈a
tc0804,843,内国貿易,主要水産物品目別仕向地別移出-塩鱈b
tc0805,844,内国貿易,主要水産物品目別仕向地別移出-筋子a
tc0806,845,内国貿易,主要水産物品目別仕向地別移出-筋子b
tc0807,846,内国貿易,主要水産物品目別仕向地別移出-塩魚類a
tc0808,847,内国貿易,主要水産物品目別仕向地別移出-塩魚類b
tc0809,848,内国貿易,主要水産物品目別仕向地別移出-身欠鰊-乾鰊a
tc0810,849,内国貿易,主要水産物品目別仕向地別移出-身欠鰊-乾鰊b
tc0811,850,内国貿易,主要水産物品目別仕向地別移出-鰊鯑a
tc0812,851,内国貿易,主要水産物品目別仕向地別移出-鰊鯑b
tc0813,852,内国貿易,主要水産物品目別仕向地別移出-千鱈a
tc0814,853,内国貿易,主要水産物品目別仕向地別移出-千鱈b
tc0815,854,内国貿易,主要水産物品目別仕向地別移出-千鯣a
tc0816,855,内国貿易,主要水産物品目別仕向地別移出-千鯣b
tc0817,856,内国貿易,主要水産物品目別仕向地別移出-貝柱a
tc0818,857,内国貿易,主要水産物品目別仕向地別移出-貝柱b
tc0819,858,内国貿易,主要水産物品目別仕向地別移出-千魚類a
tc0820,859,内国貿易,主要水産物品目別仕向地別移出-千魚類b
tc0821,860,内国貿易,主要水産物品目別仕向地別移出-長切昆布a
tc0822,861,内国貿易,主要水産物品目別仕向地別移出-長切昆布b
tc0823,862,内国貿易,主要水産物品目別仕向地別移出-元揃昆布a
tc0824,863,内国貿易,主要水産物品目別仕向地別移出-元揃昆布b
tc0825,864,内国貿易,主要水産物品目別仕向地別移出-折昆布a
tc0826,865,内国貿易,主要水産物品目別仕向地別移出-折昆布b
tc0827,866,内国貿易,主要水産物品目別仕向地別移出-雑昆布a
tc0828,867,内国貿易,主要水産物品目別仕向地別移出-雑昆布b
tc0829,868,内国貿易,主要水産物品目別仕向地別移出-鰊粕a
tc0830,869,内国貿易,主要水産物品目別仕向地別移出-鰊粕b
tc0831,870,内国貿易,主要水産物品目別仕向地別移出-鰮粕a
tc0832,871,内国貿易,主要水産物品目別仕向地別移出-鰮粕b
tc0833,872,内国貿易,主要水産物品目別仕向地別移出-魚油a
tc0834,873,内国貿易,主要水産物品目別仕向地別移出-魚油b
tc0835,874,外国貿易,函館港普通貿易-品目別輸出1-1a
tc0836,875,外国貿易,函館港普通貿易-品目別輸出1-1b
tc0837,876,外国貿易,函館港普通貿易-品目別輸出1-1c
tc0838,877,外国貿易,函館港普通貿易-品目別輸出1-1d
tc0839,878,外国貿易,函館港普通貿易-品目別輸出1-2a
tc0840,879,外国貿易,函館港普通貿易-品目別輸出1-2b
tc0841,880,外国貿易,函館港普通貿易-品目別輸出1-2c
tc0842,881,外国貿易,函館港普通貿易-品目別輸出1-2d
tc0843,882,外国貿易,函館港普通貿易-品目別輸出2-1a
tc0844,883,外国貿易,函館港普通貿易-品目別輸出2-1b
tc0845,884,外国貿易,函館港普通貿易-品目別輸出2-1c
tc0846,885,外国貿易,函館港普通貿易-品目別輸出2-1d
tc0847,886,外国貿易,函館港普通貿易-品目別輸出2-2a
tc0848,887,外国貿易,函館港普通貿易-品目別輸出2-2b
tc0849,888,外国貿易,函館港普通貿易-品目別輸出2-2c
tc0850,889,外国貿易,函館港普通貿易-品目別輸出2-2d
tc0851,890,外国貿易,函館港普通貿易-品目別輸出3-1a
tc0852,891,外国貿易,函館港普通貿易-品目別輸出3-1b
tc0853,892,外国貿易,函館港普通貿易-品目別輸出3-1c
tc0854,893,外国貿易,函館港普通貿易-品目別輸出3-1d
tc0855,894,外国貿易,函館港普通貿易-品目別輸出3-1e
tc0856,895,外国貿易,函館港普通貿易-品目別輸出3-1f
tc0857,896,外国貿易,函館港普通貿易-品目別輸出3-1g
tc0858,897,外国貿易,函館港普通貿易-品目別輸出3-1h
tc0859,898,外国貿易,函館港普通貿易-品目別輸出3-2a
tc0860,899,外国貿易,函館港普通貿易-品目別輸出3-2b
tc0861,900,外国貿易,函館港普通貿易-品目別輸出3-2c
tc0862,901,外国貿易,函館港普通貿易-品目別輸出3-2d
tc0863,902,外国貿易,函館港普通貿易-品目別輸出3-2e
tc0864,903,外国貿易,函館港普通貿易-品目別輸出3-2f
tc0865,904,外国貿易,函館港普通貿易-品目別輸出3-2g
tc0866,905,外国貿易,函館港普通貿易-品目別輸出3-2h
tc0867,906,外国貿易,函館港普通貿易-品目別輸出4-1a
tc0868,907,外国貿易,函館港普通貿易-品目別輸出4-1b
tc0869,908,外国貿易,函館港普通貿易-品目別輸出4-2a
tc0870,909,外国貿易,函館港普通貿易-品目別輸出4-2b
tc0871,910,外国貿易,函館港普通貿易-品目別輸出4-3a
tc0872,911,外国貿易,函館港普通貿易-品目別輸出4-3b
tc0873,912,外国貿易,函館港普通貿易-品目別輸出4-4a
tc0874,913,外国貿易,函館港普通貿易-品目別輸出4-4b
tc0875,914,外国貿易,函館港普通貿易-品目別輸出5-1a
tc0876,915,外国貿易,函館港普通貿易-品目別輸出5-1b
tc0877,916,外国貿易,函館港普通貿易-品目別輸出5-2a
tc0878,917,外国貿易,函館港普通貿易-品目別輸出5-2b
tc0879,918,外国貿易,函館港普通貿易-品目別輸出5-3a
tc0880,919,外国貿易,函館港普通貿易-品目別輸出5-3b
tc0881,920,外国貿易,函館港普通貿易-品目別輸出6a
tc0882,921,外国貿易,函館港普通貿易-品目別輸出6b
tc0883,922,外国貿易,函館港品目別輸出1a
tc0884,923,外国貿易,函館港品目別輸出1b
tc0885,924,外国貿易,函館港品目別輸出2a
tc0886,925,外国貿易,函館港品目別輸出2b
tc0887,926,外国貿易,函館港品目別輸出2c
tc0888,927,外国貿易,函館港品目別輸出2d
tc0889,928,外国貿易,函館港品目別輸出3a
tc0890,929,外国貿易,函館港品目別輸出3b
tc0891,930,外国貿易,函館港品目別輸出3c
tc0892,931,外国貿易,函館港品目別輸出3d
tc0893,932,外国貿易,函館港品目別輸出3e
tc0894,933,外国貿易,函館港品目別輸出3f
tc0895,934,外国貿易,函館港普通貿易-品目別輸入1a
tc0896,935,外国貿易,函館港普通貿易-品目別輸入1b
tc0897,936,外国貿易,函館港普通貿易-品目別輸入2-1a
tc0898,937,外国貿易,函館港普通貿易-品目別輸入2-1b
tc0899,938,外国貿易,函館港普通貿易-品目別輸入2-2a
tc0900,939,外国貿易,函館港普通貿易-品目別輸入2-2b
tc0901,940,外国貿易,函館港普通貿易-品目別輸入3-1a
tc0902,941,外国貿易,函館港普通貿易-品目別輸入3-1b
tc0903,942,外国貿易,函館港普通貿易-品目別輸入3-1c
tc0904,943,外国貿易,函館港普通貿易-品目別輸入3-1d
tc0905,944,外国貿易,函館港普通貿易-品目別輸入3-2a
tc0906,945,外国貿易,函館港普通貿易-品目別輸入3-2b
tc0907,946,外国貿易,函館港普通貿易-品目別輸入3-2c
tc0908,947,外国貿易,函館港普通貿易-品目別輸入3-2d
tc0909,948,外国貿易,函館港普通貿易-品目別輸入3-3a
tc0910,949,外国貿易,函館港普通貿易-品目別輸入3-3b
tc0911,950,外国貿易,函館港普通貿易-品目別輸入3-3c
tc0912,951,外国貿易,函館港普通貿易-品目別輸入3-3d
tc0913,952,外国貿易,函館港普通貿易-品目別輸入4a
tc0914,953,外国貿易,函館港普通貿易-品目別輸入4b
tc0915,954,外国貿易,函館港普通貿易-品目別輸入4c
tc0916,955,外国貿易,函館港普通貿易-品目別輸入4d
tc0917,956,外国貿易,函館港普通貿易-品目別輸入4e
tc0918,957,外国貿易,函館港普通貿易-品目別輸入4f
tc0919,958,外国貿易,函館港普通貿易-品目別輸入5-1a
tc0920,959,外国貿易,函館港普通貿易-品目別輸入5-1b
tc0921,960,外国貿易,函館港普通貿易-品目別輸入5-2a
tc0922,961,外国貿易,函館港普通貿易-品目別輸入5-2b
tc0923,962,外国貿易,函館港普通貿易-品目別輸入5-3a
tc0924,963,外国貿易,函館港普通貿易-品目別輸入5-3b
tc0925,964,外国貿易,函館港普通貿易-品目別輸入6-1a
tc0926,965,外国貿易,函館港普通貿易-品目別輸入6-1b
tc0927,966,外国貿易,函館港普通貿易-品目別輸入6-2a
tc0928,967,外国貿易,函館港普通貿易-品目別輸入6-2b
tc0929,968,外国貿易,函館港普通貿易-品目別輸入7a
tc0930,969,外国貿易,函館港普通貿易-品目別輸入7b
tc0931,970,外国貿易,函館港品目別輸入1a
tc0932,971,外国貿易,函館港品目別輸入1b
tc0933,972,外国貿易,函館港品目別輸入2a
tc0934,973,外国貿易,函館港品目別輸入2b
tc0935,974,外国貿易,函館港品目別輸入2c
tc0936,975,外国貿易,函館港品目別輸入2d
tc0937,976,外国貿易,函館港品目別輸入3a
tc0938,977,外国貿易,函館港品目別輸入3b
tc0939,978,外国貿易,函館港品目別輸入3c
tc0940,979,外国貿易,函館港品目別輸入3d
tc0941,980,外国貿易,函館港品目別輸入4a
tc0942,981,外国貿易,函館港品目別輸入4b
tc0943,982,外国貿易,函館港漁業貿易-品目別輸出1a
tc0944,983,外国貿易,函館港漁業貿易-品目別輸出1b
tc0945,984,外国貿易,函館港漁業貿易-品目別輸出2a
tc0946,984,外国貿易,函館港漁業貿易-品目別輸出2c
tc0947,985,外国貿易,函館港漁業貿易-品目別輸出2b
tc0948,985,外国貿易,函館港漁業貿易-品目別輸出2d
tc0949,986,外国貿易,函館港漁業貿易-品目別輸出3-1a
tc0950,987,外国貿易,函館港漁業貿易-品目別輸出3-1b
tc0951,988,外国貿易,函館港漁業貿易-品目別輸出3-2a
tc0952,989,外国貿易,函館港漁業貿易-品目別輸出3-2b
tc0953,990,外国貿易,函館港漁業貿易-品目別輸出3-3a
tc0954,991,外国貿易,函館港漁業貿易-品目別輸出3-3b
tc0955,992,外国貿易,函館港漁業貿易-品目別輸出4-1a
tc0956,993,外国貿易,函館港漁業貿易-品目別輸出4-1b
tc0957,994,外国貿易,函館港漁業貿易-品目別輸出4-2a
tc0958,995,外国貿易,函館港漁業貿易-品目別輸出4-2b
tc0959,996,外国貿易,函館港漁業貿易-品目別輸出4-3a
tc0960,997,外国貿易,函館港漁業貿易-品目別輸出4-3b
tc0961,998,外国貿易,函館港漁業貿易-品目別輸入1a
tc0962,998,外国貿易,函館港漁業貿易-品目別輸入1c
tc0963,998,外国貿易,函館港漁業貿易-品目別輸入1e
tc0964,999,外国貿易,函館港漁業貿易-品目別輸入1b
tc0965,999,外国貿易,函館港漁業貿易-品目別輸入1d
tc0966,999,外国貿易,函館港漁業貿易-品目別輸入1f
tc0967,1000外国貿易,,函館港漁業貿易-品目別輸入2-1a
tc0968,1001外国貿易,,函館港漁業貿易-品目別輸入2-1b
tc0969,1002外国貿易,,函館港漁業貿易-品目別輸入2-2a
tc0970,1003外国貿易,,函館港漁業貿易-品目別輸入2-2b
tc0971,1004外国貿易,,函館港漁業貿易-品目別輸入3a
tc0972,1005外国貿易,,函館港漁業貿易-品目別輸入3b
tc0973,1006外国貿易,,函館港国別輸出1a
tc0974,1006外国貿易,,函館港国別輸出1c
tc0975,1007外国貿易,,函館港国別輸出1b
tc0976,1007外国貿易,,函館港国別輸出1d
tc0977,1008外国貿易,,函館港国別輸出1e
tc0978,1008外国貿易,,函館港国別輸出1g
tc0979,1009外国貿易,,函館港国別輸出1f
tc0980,1009外国貿易,,函館港国別輸出1h
tc0981,1010外国貿易,,函館港国別輸出2a
tc0982,1011外国貿易,,函館港国別輸出2b
tc0983,1012外国貿易,,函館港国別輸出3
tc0984,1013外国貿易,,函館港国別輸出4
tc0985,1014外国貿易,,函館港国別輸入1a
tc0986,1014外国貿易,,函館港国別輸入1c
tc0987,1015外国貿易,,函館港国別輸入1b
tc0988,1015外国貿易,,函館港国別輸入1d
tc0989,1016外国貿易,,函館港国別輸入1e
tc0990,1016外国貿易,,函館港国別輸入1g
tc0991,1017外国貿易,,函館港国別輸入1f
tc0992,1018外国貿易,,函館港国別輸入2a
tc0993,1019外国貿易,,函館港国別輸入2b
tc0994,1020外国貿易,,函館港国別輸入3
tc0995,1021外国貿易,,函館港国別輸入4
tc0996,1022,物価-賃金,明治16年卸売物価
tc0997,1023,物価-賃金,卸売物価1
tc0998,1024,物価-賃金,卸売物価2-1a
tc0999,1025,物価-賃金,卸売物価2-1b
tc1000,1026,物価-賃金,卸売物価2-2a
tc1001,1027,物価-賃金,卸売物価2-2b
tc1002,1028,物価-賃金,卸売物価2-3a
tc1003,1029,物価-賃金,卸売物価2-3b
tc1004,1030,物価-賃金,卸売物価3-1a
tc1005,1031,物価-賃金,卸売物価3-1b
tc1006,1032,物価-賃金,卸売物価3-2a
tc1007,1033,物価-賃金,卸売物価3-2b
tc1008,1034,物価-賃金,卸売物価3-3a
tc1009,1035,物価-賃金,卸売物価3-3b
tc1010,1036,物価-賃金,卸売物価3-4a
tc1011,1037,物価-賃金,卸売物価3-4b
tc1012,1038,物価-賃金,卸売物価3-5a
tc1013,1039,物価-賃金,卸売物価3-5b
tc1014,1040,物価-賃金,卸売物価3-6a
tc1015,1041,物価-賃金,卸売物価3-6b
tc1016,1042,物価-賃金,卸売物価3-7a
tc1017,1043,物価-賃金,卸売物価3-7b
tc1018,1044,物価-賃金,卸売物価3-8a
tc1019,1045,物価-賃金,卸売物価3-8b
tc1020,1046,物価-賃金,卸売物価3-9a
tc1021,1047,物価-賃金,卸売物価3-9b
tc1022,1048,物価-賃金,卸売物価4-1a
tc1023,1049,物価-賃金,卸売物価4-1b
tc1024,1050,物価-賃金,卸売物価4-2a
tc1025,1051,物価-賃金,卸売物価4-2b
tc1026,1052,物価-賃金,卸売物価4-3a
tc1027,1053,物価-賃金,卸売物価4-3b
tc1028,1054,物価-賃金,卸売物価4-4a
tc1029,1055,物価-賃金,卸売物価4-4b
tc1030,1056,物価-賃金,卸売物価4-5a
tc1031,1057,物価-賃金,卸売物価4-5b
tc1032,1058,物価-賃金,卸売物価4-6a
tc1033,1059,物価-賃金,卸売物価4-6b
tc1034,1060,物価-賃金,卸売物価4-7a
tc1035,1061,物価-賃金,卸売物価4-7b
tc1036,1062,物価-賃金,卸売物価4-8a
tc1037,1063,物価-賃金,卸売物価4-8b
tc1038,1064,物価-賃金,卸売物価指数1-1a
tc1039,1065,物価-賃金,卸売物価指数1-1b
tc1040,1066,物価-賃金,卸売物価指数1-2a
tc1041,1067,物価-賃金,卸売物価指数1-2b
tc1042,1068,物価-賃金,小売物価a
tc1043,1069,物価-賃金,小売物価b
tc1044,1070,物価-賃金,主要品目小売価額1-1a
tc1045,1071,物価-賃金,主要品目小売価額1-1b
tc1046,1072,物価-賃金,主要品目小売価額1-2a
tc1047,1073,物価-賃金,主要品目小売価額1-2b
tc1048,1074,物価-賃金,小売物価指数a
tc1049,1075,物価-賃金,小売物価指数b
tc1050,1076,物価-賃金,業種別賃金表1a
tc1051,1077,物価-賃金,業種別賃金表1b
tc1052,1078,物価-賃金,業種別賃金表2-1a
tc1053,1079,物価-賃金,業種別賃金表2-1b
tc1054,1080,物価-賃金,業種別賃金表2-1c
tc1055,1081,物価-賃金,業種別賃金表2-1d
tc1056,1082,物価-賃金,業種別賃金表2-2a
tc1057,1083,物価-賃金,業種別賃金表2-2b
tc1058,1084,物価-賃金,業種別賃金表2-2
tc1059,1085,物価-賃金,業種別賃金表2-2
tc1060,1088,司法-警察,民事訴訟件数1a
tc1061,1088,司法-警察,民事訴訟件数2a
tc1062,1089,司法-警察,民事訴訟件数1b
tc1063,1089,司法-警察,民事訴訟件数2b
tc1064,1090,司法-警察,刑事訴訟件数1a
tc1065,1090,司法-警察,刑事訴訟件数2a
tc1066,1090,司法-警察,刑事訴訟件数3a
tc1067,1091,司法-警察,刑事訴訟件数1b
tc1068,1091,司法-警察,刑事訴訟件数2b
tc1069,1091,司法-警察,刑事訴訟件数3b
tc1070,1092,司法-警察,刑事訴訟件数1c
tc1071,1093,司法-警察,在監人員a
tc1072,1094,司法-警察,在監人員b
tc1073,1095,司法-警察,在監人員c
tc1074,1096,司法-警察,警察署及び警察職員a
tc1075,1097,司法-警察,警察署及び警察職員b
tc1076,1098,風俗,貸座敷数-芸娼妓数1
tc1077,1099,風俗,貸座敷数-芸娼妓数2
tc1078,1100,風俗,芸娼妓年齢別構成表a
tc1079,1101,風俗,芸娼妓年齢別構成表b
tc1080,1102,消防,火災件数1
tc1081,1103,消防,火災件数2
tc1082,1104,消防,消防組織(戦前1)a
tc1083,1104,消防,消防組織(戦前2)a
tc1084,1105,消防,消防組織(戦前2)b
tc1085,1106,消防,消防組織(戦後)a
tc1086,1107,消防,消防組織(戦後)b
tc1087,1108,消防,大火小史a
tc1088,1109,消防,大火小史b
tc1089,1110,衛生,医療施設数及び医療従事者数(戦前)
tc1090,1111,衛生,医療施設数及び医療従事者数(戦後)
tc1091,1112,衛生,法定伝染病患者数及び死亡者数a
tc1092,1113,衛生,法定伝染病患者数及び死亡者数b
tc1093,1114,衛生,法定伝染病患者数及び死亡者数c
tc1094,1115,衛生,法定伝染病患者数及び死亡者数d
tc1095,1116,衛生,種痘人員1
tc1096,1117,衛生,種痘人員2a
tc1097,1118,衛生,痘そうの定期予防接種
tc1098,1118,衛生,種痘人員2b
tc1099,1119,衛生,死因別死亡者数1a
tc1100,1119,衛生,死因別死亡者数1b
tc1101,1120,衛生,死因別死亡者数2-1a
tc1102,1121,衛生,死因別死亡者数2-1b
tc1103,1122,衛生,死因別死亡者数2-1c
tc1104,1123,衛生,死因別死亡者数2-2a
tc1105,1123,衛生,死因別死亡者数3a
tc1106,1124,衛生,死因別死亡者数2-2b
tc1107,1124,衛生,死因別死亡者数3b
tc1108,1125,衛生,死因別死亡者数2-2c
tc1109,1125,衛生,死因別死亡者数3c
tc1110,1126,衛生,年齢別死亡者数1
tc1111,1126,衛生,年齢別死亡者数3a
tc1112,1127,衛生,年齢別死亡者数2a
tc1113,1127,衛生,年齢別死亡者数3b
tc1114,1128,衛生,年齢別死亡者数2b
tc1115,1128,衛生,年齢別死亡者数3c
tc1116,1130,水道-電気-ガス,給水状況(戦前1)
tc1117,1130,水道-電気-ガス,給水状況(戦前2)
tc1118,1131,水道-電気-ガス,給水状況(戦後)
tc1119,1132,水道-電気-ガス,電灯-電力需要状況a
tc1120,1133,水道-電気-ガス,電灯-電力需要状況b
tc1121,1134,水道-電気-ガス,ガス供給状況a
tc1122,1135,水道-電気-ガス,ガス供給状況b
tc1123,1136,教育,学齢児童数-就学児童数-就学率a
tc1124,1137,教育,学齢児童数-就学児童数-就学率b
tc1125,1138,教育,幼稚園総覧1a
tc1126,1138,教育,幼稚園総覧2
tc1127,1139,教育,幼稚園総覧1b
tc1128,1140,教育,小学校総覧1a
tc1129,1141,教育,小学校総覧1b
tc1130,1142,教育,小学校総覧1c
tc1131,1143,教育,小学校総覧1d
tc1132,1144,教育,小学校総覧2
tc1133,1145,教育,各小学校別教員数-児童数1(公立)-内澗学校
tc1134,1145,教育,各小学校別教員数-児童数1(公立)-函館女子小学校
tc1135,1145,教育,各小学校別教員数-児童数1(公立)-常磐学校
tc1136,1145,教育,各小学校別教員数-児童数1(公立)-松蔭学校
tc1137,1145,教育,各小学校別教員数-児童数1(公立)-第一公立女学校
tc1138,1145,教育,各小学校別教員数-児童数1(公立)-附属小学校
tc1139,1146,教育,各小学校別教員数-児童数1(公立)-住吉尋常小学校-宝尋常高等小学校-東川尋常小学校a
tc1140,1147,教育,各小学校別教員数-児童数1(公立)-住吉尋常小学校-宝尋常高等小学校-東川尋常小学校b
tc1141,1148,教育,各小学校別教員数-児童数1(公立)-弥生国民学校-弥生高等小学校-弥生女子尋常小学校a
tc1142,1149,教育,各小学校別教員数-児童数1(公立)-弥生国民学校-弥生高等小学校-弥生女子尋常小学校b
tc1143,1150,教育,各小学校別教員数-児童数1(公立)-高砂尋常小学校-幸国民学校-函館女子尋常高等小学校a
tc1144,1151,教育,各小学校別教員数-児童数1(公立)-高砂尋常小学校-幸国民学校-函館女子尋常高等小学校b
tc1145,1152,教育,各小学校別教員数-児童数1(公立)-亀田尋常高等小学校-附属国民学校-若松国民学校a
tc1146,1153,教育,各小学校別教員数-児童数1(公立)-亀田尋常高等小学校-附属国民学校-若松国民学校b
tc1147,1154,教育,各小学校別教員数-児童数1(公立)-新川国民学校-第二東川尋常小学校
tc1148,1155,教育,各小学校別教員数-児童数1(公立)-松風国民学校-巴国民学校-常磐国民学校
tc1149,1156,教育,各小学校別教員数-児童数1(公立)-中島国民学校-高盛国民学校-青柳国民学校
tc1150,1156,教育,各小学校別教員数-児童数1(公立)-谷地頭国民学校-万年橋国民学校-大森尋常高等学校
tc1151,1158,教育,各小学校別教員数-児童数1(公立)-湯川国民学校-亀尾国民学校-寅沢国民学校
tc1152,1158,教育,各小学校別教員数-児童数1(公立)-的場国民学校-大森国民学校-東川国民学校
tc1153,1159,教育,各小学校別教員数-児童数1(公立)-蛾眉野国民学校-鱒川国民学校-八幡国民学校
tc1154,1160,教育,各小学校別教員数-児童数1(私立)-愛陶舎
tc1155,1160,教育,各小学校別教員数-児童数1(私立)-森学校
tc1156,1160,教育,各小学校別教員数-児童数1(私立)-沢学校
tc1157,1160,教育,各小学校別教員数-児童数1(私立)-浅井学校
tc1158,1160,教育,各小学校別教員数-児童数1(私立)-淳風学校
tc1159,1160,教育,各小学校別教員数-児童数1(私立)-藤村学校
tc1160,1160,教育,各小学校別教員数-児童数1(私立)-辻学校
tc1161,1161,教育,各小学校別教員数-児童数1(私立)-大森尋常小学校
tc1162,1161,教育,各小学校別教員数-児童数1(私立)-山内小学校
tc1163,1161,教育,各小学校別教員数-児童数1(私立)-濱野学校
tc1164,1161,教育,各小学校別教員数-児童数1(私立)-豊川学校
tc1165,1162,教育,各小学校別教員数-児童数1(私立)-鶴岡尋常小学校-若山尋常小学校-一貫尋常小学校a
tc1166,1163,教育,各小学校別教員数-児童数1(私立)-鶴岡尋常小学校-若山尋常小学校-一貫尋常小学校b
