page_code,page_number,domain_ID,book_components,part,topic,table_name
pc0489,471,09,本編,産業-経済,漁業,漁夫入稼出稼
pc0490,472,09,本編,産業-経済,漁業,漁業経営体-漁業者1-1
pc0491,473,09,本編,産業-経済,漁業,漁業経営体-漁業者1-1
pc0492,474,09,本編,産業-経済,漁業,漁業経営体-漁業者1-1
pc0493,475,09,本編,産業-経済,漁業,漁業経営体-漁業者1-1
pc0494,476,09,本編,産業-経済,漁業,漁業経営体-漁業者1-2
pc0495,477,09,本編,産業-経済,漁業,漁業経営体-漁業者1-2
pc0496,478,09,本編,産業-経済,漁業,漁業経営体-漁業者1-2
pc0497,479,09,本編,産業-経済,漁業,漁業経営体-漁業者1-2
pc0498,480,09,本編,産業-経済,漁業,漁業経営体-漁業者1-3
pc0499,481,09,本編,産業-経済,漁業,漁業経営体-漁業者1-3
pc0500,482,09,本編,産業-経済,漁業,漁業経営体-漁業者1-3
pc0501,483,09,本編,産業-経済,漁業,漁業経営体-漁業者1-3
pc0502,484,09,本編,産業-経済,漁業,漁業経営体-漁業者1-4
pc0503,485,09,本編,産業-経済,漁業,漁業経営体-漁業者1-4
pc0504,486,09,本編,産業-経済,漁業,漁業経営体-漁業者1-4
pc0505,487,09,本編,産業-経済,漁業,漁業経営体-漁業者1-4
pc0506,488,10,本編,産業-経済,露領漁業,租借-経営鮭鱒漁区数-魚種別漁獲量
pc0507,489,10,本編,産業-経済,露領漁業,監視区別経営漁区数-魚種別漁獲量
pc0508,490,10,本編,産業-経済,露領漁業,監視区別経営漁区数-魚種別漁獲量
pc0509,491,10,本編,産業-経済,露領漁業,監視区別経営漁区数-魚種別漁獲量
pc0510,492,10,本編,産業-経済,露領漁業,監視区別経営漁区数-魚種別漁獲量
pc0511,493,10,本編,産業-経済,露領漁業,監視区別経営漁区数-魚種別漁獲量
pc0512,494,10,本編,産業-経済,露領漁業,塩鮭鱒生産量
pc0513,495,10,本編,産業-経済,露領漁業,鮭鱒蟹缶詰生産量-金額
pc0514,496,10,本編,産業-経済,露領漁業,鮭鱒蟹缶詰生産量-金額_使用船舶-トン数
pc0515,497,10,本編,産業-経済,露領漁業,使用船舶数
pc0516,498,10,本編,産業-経済,露領漁業,漁業塩産出国別使用量
pc0517,499,10,本編,産業-経済,露領漁業,職業別従業員数_府県別従業員数
pc0518,500,10,本編,産業-経済,露領漁業,府県別露領水産組合員数
pc0519,501,10,本編,産業-経済,露領漁業,府県別露領水産組合員数
pc0520,502,10,本編,産業-経済,露領漁業,府県別露領水産組合員名簿
pc0521,503,10,本編,産業-経済,露領漁業,府県別露領水産組合員名簿
pc0522,504,10,本編,産業-経済,露領漁業,府県別露領水産組合員名簿
pc0523,506,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区
pc0524,507,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区
pc0525,508,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区
pc0526,509,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区
pc0527,510,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区
pc0528,511,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区
pc0529,512,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-サガレン区
pc0530,513,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-サガレン区
pc0531,514,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキー
pc0532,515,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキー
pc0533,516,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキー
pc0534,517,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキー
pc0535,518,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキー
pc0536,519,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキー
pc0537,520,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキー
pc0538,521,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキー
pc0539,522,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキー
pc0540,523,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキー
pc0541,524,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキー
pc0542,525,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-ギジギンスキー
pc0543,526,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-ギジギンスキー
pc0544,527,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-ギジギンスキー
pc0545,528,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-ギジギンスキー
pc0546,529,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0547,530,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0548,531,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0549,532,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0550,533,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0551,534,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0552,535,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0553,536,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0554,537,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0555,538,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0556,539,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0557,540,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0558,541,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1
pc0559,542,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0560,543,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0561,544,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0562,545,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0563,546,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0564,547,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0565,548,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0566,549,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0567,550,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0568,551,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0569,552,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0570,553,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0571,554,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0572,555,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2
pc0573,556,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0574,557,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0575,558,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0576,559,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0577,560,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0578,561,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0579,562,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0580,563,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0581,564,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0582,565,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0583,566,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0584,567,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0585,568,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0586,569,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0587,570,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-イーチンスキー区
pc0588,571,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-チギリスキー区
pc0589,572,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-チギリスキー区
pc0590,573,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-チギリスキー区
pc0591,574,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-東カムチャツカ区
pc0592,575,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-東カムチャツカ区
pc0593,576,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-東カムチャツカ区
pc0594,577,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-東カムチャツカ区
pc0595,578,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-東カムチャツカ区
pc0596,579,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0597,580,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0598,581,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0599,582,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0600,583,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0601,584,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0602,585,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0603,586,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0604,587,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0605,588,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0606,589,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0607,590,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0608,591,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0609,592,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0610,593,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-カランギンスキー区
pc0611,594,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-キチギンスキー区
pc0612,595,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-キチギンスキー区
pc0613,596,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-キチギンスキー区
pc0614,597,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-キチギンスキー区
pc0615,598,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-キチギンスキー区
pc0616,599,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-キチギンスキー区
pc0617,600,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-キチギンスキー区
pc0618,601,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オリュートル区
pc0619,602,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オリュートル区
pc0620,603,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オリュートル区
pc0621,604,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オリュートル区
pc0622,605,10,本編,産業-経済,露領漁業,監視区別-漁区別借区者異動-漁獲量-オリュートル区
pc0623,606,11,本編,産業-経済,工業,産業(中分類)別事業所数-従業者数-製造品出荷額等
pc0624,607,11,本編,産業-経済,工業,産業(中分類)別事業所数-従業者数-製造品出荷額等
pc0625,608,11,本編,産業-経済,工業,産業(中分類)別事業所数-従業者数-製造品出荷額等
pc0626,609,11,本編,産業-経済,工業,産業(中分類)別事業所数-従業者数-製造品出荷額等
pc0627,610,11,本編,産業-経済,工業,産業(中分類)別事業所数-従業者数-製造品出荷額等
pc0628,611,11,本編,産業-経済,工業,産業(中分類)別事業所数-従業者数-製造品出荷額等
pc0629,612,12,本編,産業-経済,事業所,産業(大分類)別従業者規模別事業所数-従業者数
pc0630,613,12,本編,産業-経済,事業所,産業(大分類)別従業者規模別事業所数-従業者数
pc0631,614,12,本編,産業-経済,事業所,産業(大分類)別従業者規模別事業所数-従業者数
pc0632,615,12,本編,産業-経済,事業所,産業(大分類)別従業者規模別事業所数-従業者数
pc0633,616,13,本編,産業-経済,商業-金融,業種別商店数-従業者数-商品販売数
pc0634,617,13,本編,産業-経済,商業-金融,業種別商店数-従業者数-商品販売数
pc0635,618,13,本編,産業-経済,商業-金融,業種別商店数-従業者数-商品販売数
pc0636,619,13,本編,産業-経済,商業-金融,日本銀行営業状況
pc0637,620,13,本編,産業-経済,商業-金融,普通銀行営業状況1_普通銀行営業状況2_普通銀行営業状況3
pc0638,621,13,本編,産業-経済,商業-金融,普通銀行営業状況1_普通銀行営業状況2_普通銀行営業状況3
pc0639,622,13,本編,産業-経済,商業-金融,普通銀行営業状況3
pc0640,623,13,本編,産業-経済,商業-金融,普通銀行営業状況3
pc0641,624,13,本編,産業-経済,商業-金融,普通銀行営業状況4
pc0642,625,13,本編,産業-経済,商業-金融,日本銀行営業状況4
pc0643,626,13,本編,産業-経済,商業-金融,金融機関主要勘定
pc0644,627,13,本編,産業-経済,商業-金融,金融機関主要勘定
pc0645,628,13,本編,産業-経済,商業-金融,金融機関主要勘定
pc0646,629,13,本編,産業-経済,商業-金融,郵便貯金1
pc0647,630,13,本編,産業-経済,商業-金融,郵便貯金2_郵便貯金3
pc0648,631,13,本編,産業-経済,商業-金融,郵便貯金3
pc0649,632,14,本編,産業-経済,運輸-通信,函館駅旅客-貨物運輸状況
pc0650,633,14,本編,産業-経済,運輸-通信,国鉄別1日平均旅客-貨物運輸状況
pc0651,634,14,本編,産業-経済,運輸-通信,国鉄別1日平均旅客-貨物運輸状況
pc0652,635,14,本編,産業-経済,運輸-通信,国鉄別1日平均旅客-貨物運輸状況
pc0653,636,14,本編,産業-経済,運輸-通信,函館空港乗降客-貨物量状況
pc0654,637,14,本編,産業-経済,運輸-通信,市電運行状況
pc0655,638,14,本編,産業-経済,運輸-通信,市バス運行状況
pc0656,639,14,本編,産業-経済,運輸-通信,函館バス運行状況
pc0657,640,14,本編,産業-経済,運輸-通信,タクシー運行状況_在籍船舶2
pc0658,641,14,本編,産業-経済,運輸-通信,在籍船舶1_在籍船舶数2
pc0659,642,14,本編,産業-経済,運輸-通信,内-外国航路入港商船数1_内-外国航路入港商船数2
pc0660,643,14,本編,産業-経済,運輸-通信,内-外国航路入港商船数2
pc0661,644,14,本編,産業-経済,運輸-通信,船舶入港数1-1
pc0662,645,14,本編,産業-経済,運輸-通信,船舶入港数1-1
pc0663,646,14,本編,産業-経済,運輸-通信,船舶入港数1-1
pc0664,647,14,本編,産業-経済,運輸-通信,船舶入港数1-1
pc0665,648,14,本編,産業-経済,運輸-通信,船舶入港数1-2
pc0666,649,14,本編,産業-経済,運輸-通信,船舶入港数1-2
pc0667,650,14,本編,産業-経済,運輸-通信,船舶入港数1-2
pc0668,651,14,本編,産業-経済,運輸-通信,船舶入港数1-2
pc0669,652,14,本編,産業-経済,運輸-通信,国別船種商船外国航路入港数
pc0670,653,14,本編,産業-経済,運輸-通信,国別船種商船外国航路入港数
pc0671,654,14,本編,産業-経済,運輸-通信,国別船種商船外国航路入港数
pc0672,655,14,本編,産業-経済,運輸-通信,青函連絡船乗降客数
pc0673,656,14,本編,産業-経済,運輸-通信,フェリー運送状況
pc0674,657,14,本編,産業-経済,運輸-通信,自動車保有台数
pc0675,658,14,本編,産業-経済,運輸-通信,郵便
pc0676,659,14,本編,産業-経済,運輸-通信,電信取扱数
pc0677,660,15,本編,産業-経済,内国貿易,品目別府県移出1-1
pc0678,661,15,本編,産業-経済,内国貿易,品目別府県移出1-1
pc0679,662,15,本編,産業-経済,内国貿易,品目別府県移出1-1
pc0680,663,15,本編,産業-経済,内国貿易,品目別府県移出1-2
pc0681,664,15,本編,産業-経済,内国貿易,品目別府県移出1-2
pc0682,665,15,本編,産業-経済,内国貿易,品目別府県移出1-2
pc0683,666,15,本編,産業-経済,内国貿易,品目別府県移出2-1
pc0684,667,15,本編,産業-経済,内国貿易,品目別府県移出2-1
pc0685,668,15,本編,産業-経済,内国貿易,品目別府県移出2-1
pc0686,669,15,本編,産業-経済,内国貿易,品目別府県移出2-2
pc0687,670,15,本編,産業-経済,内国貿易,品目別府県移出2-2
pc0688,671,15,本編,産業-経済,内国貿易,品目別府県移出2-2
pc0689,672,15,本編,産業-経済,内国貿易,品目別府県移出3
pc0690,673,15,本編,産業-経済,内国貿易,品目別府県移出3
pc0691,674,15,本編,産業-経済,内国貿易,品目別府県移出3
pc0692,675,15,本編,産業-経済,内国貿易,品目別府県移出3
pc0693,676,15,本編,産業-経済,内国貿易,品目別府県移出4-1
pc0694,677,15,本編,産業-経済,内国貿易,品目別府県移出4-1
pc0695,678,15,本編,産業-経済,内国貿易,品目別府県移出4-1
pc0696,679,15,本編,産業-経済,内国貿易,品目別府県移出4-2
pc0697,680,15,本編,産業-経済,内国貿易,品目別府県移出4-2
pc0698,681,15,本編,産業-経済,内国貿易,品目別府県移出4-2
pc0699,682,15,本編,産業-経済,内国貿易,品目別府県移出5-1
pc0700,683,15,本編,産業-経済,内国貿易,品目別府県移出5-1
pc0701,684,15,本編,産業-経済,内国貿易,品目別府県移出5-1
pc0702,685,15,本編,産業-経済,内国貿易,品目別府県移出5-1
pc0703,686,15,本編,産業-経済,内国貿易,品目別府県移出5-2
pc0704,687,15,本編,産業-経済,内国貿易,品目別府県移出5-2
pc0705,688,15,本編,産業-経済,内国貿易,品目別府県移出5-2
pc0706,689,15,本編,産業-経済,内国貿易,品目別府県移出5-2
pc0707,690,15,本編,産業-経済,内国貿易,品目別府県移出5-3
pc0708,691,15,本編,産業-経済,内国貿易,品目別府県移出5-3
pc0709,692,15,本編,産業-経済,内国貿易,品目別府県移出5-3
pc0710,693,15,本編,産業-経済,内国貿易,品目別府県移出5-3
pc0711,694,15,本編,産業-経済,内国貿易,品目別府県移入1-1
pc0712,695,15,本編,産業-経済,内国貿易,品目別府県移入1-1
pc0713,696,15,本編,産業-経済,内国貿易,品目別府県移入1-1
pc0714,697,15,本編,産業-経済,内国貿易,品目別府県移入1-2
pc0715,698,15,本編,産業-経済,内国貿易,品目別府県移入1-2
pc0716,699,15,本編,産業-経済,内国貿易,品目別府県移入1-2
pc0717,700,15,本編,産業-経済,内国貿易,品目別府県移入2-1
pc0718,701,15,本編,産業-経済,内国貿易,品目別府県移入2-1
pc0719,702,15,本編,産業-経済,内国貿易,品目別府県移入2-1
pc0720,703,15,本編,産業-経済,内国貿易,品目別府県移入2-2
pc0721,704,15,本編,産業-経済,内国貿易,品目別府県移入2-2
pc0722,705,15,本編,産業-経済,内国貿易,品目別府県移入2-2
pc0723,706,15,本編,産業-経済,内国貿易,品目別府県移入3
pc0724,707,15,本編,産業-経済,内国貿易,品目別府県移入3
pc0725,708,15,本編,産業-経済,内国貿易,品目別府県移入3
pc0726,709,15,本編,産業-経済,内国貿易,品目別府県移入3
pc0727,710,15,本編,産業-経済,内国貿易,品目別府県移入4-1
pc0728,711,15,本編,産業-経済,内国貿易,品目別府県移入4-1
pc0729,712,15,本編,産業-経済,内国貿易,品目別府県移入4-1
pc0730,713,15,本編,産業-経済,内国貿易,品目別府県移入4-2
pc0731,714,15,本編,産業-経済,内国貿易,品目別府県移入4-2
pc0732,715,15,本編,産業-経済,内国貿易,品目別府県移入4-2
pc0733,716,15,本編,産業-経済,内国貿易,品目別府県移入5-1
pc0734,717,15,本編,産業-経済,内国貿易,品目別府県移入5-1
pc0735,718,15,本編,産業-経済,内国貿易,品目別府県移入5-1
pc0736,719,15,本編,産業-経済,内国貿易,品目別府県移入5-1
pc0737,720,15,本編,産業-経済,内国貿易,品目別府県移入5-2
pc0738,721,15,本編,産業-経済,内国貿易,品目別府県移入5-2
pc0739,722,15,本編,産業-経済,内国貿易,品目別府県移入5-2
pc0740,723,15,本編,産業-経済,内国貿易,品目別府県移入5-2
pc0741,724,15,本編,産業-経済,内国貿易,品目別府県移入5-3
pc0742,725,15,本編,産業-経済,内国貿易,品目別府県移入5-3
pc0743,726,15,本編,産業-経済,内国貿易,品目別府県移入5-3
pc0744,727,15,本編,産業-経済,内国貿易,品目別府県移入5-3
pc0745,728,15,本編,産業-経済,内国貿易,品目別道内移出-海運1-1
pc0746,729,15,本編,産業-経済,内国貿易,品目別道内移出-海運1-1
pc0747,730,15,本編,産業-経済,内国貿易,品目別道内移出-海運1-1
pc0748,731,15,本編,産業-経済,内国貿易,品目別道内移出-海運1-1
pc0749,732,15,本編,産業-経済,内国貿易,品目別道内移出-海運1-1
pc0750,733,15,本編,産業-経済,内国貿易,品目別道内移出-海運1-2
pc0751,734,15,本編,産業-経済,内国貿易,品目別道内移出-海運1-2
pc0752,735,15,本編,産業-経済,内国貿易,品目別道内移出-海運1-2
pc0753,736,15,本編,産業-経済,内国貿易,品目別道内移出-海運1-2
pc0754,737,15,本編,産業-経済,内国貿易,品目別道内移出-海運1-2
pc0755,738,15,本編,産業-経済,内国貿易,品目別道内移出-海運2-1
pc0756,739,15,本編,産業-経済,内国貿易,品目別道内移出-海運2-1
pc0757,740,15,本編,産業-経済,内国貿易,品目別道内移出-海運2-1
pc0758,741,15,本編,産業-経済,内国貿易,品目別道内移出-海運2-2
pc0759,742,15,本編,産業-経済,内国貿易,品目別道内移出-海運2-2
pc0760,743,15,本編,産業-経済,内国貿易,品目別道内移出-海運2-2
pc0761,744,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-1
pc0762,745,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-1
pc0763,746,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-1
pc0764,747,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-1
pc0765,748,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-2
pc0766,749,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-2
pc0767,750,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-2
pc0768,751,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-2
pc0769,752,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-3
pc0770,753,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-3
pc0771,754,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-3
pc0772,755,15,本編,産業-経済,内国貿易,品目別道内移出-海運3-3
pc0773,756,15,本編,産業-経済,内国貿易,品目別道内移入-海運1-1
pc0774,757,15,本編,産業-経済,内国貿易,品目別道内移入-海運1-1
pc0775,758,15,本編,産業-経済,内国貿易,品目別道内移入-海運1-1
pc0776,759,15,本編,産業-経済,内国貿易,品目別道内移入-海運1-1
pc0777,760,15,本編,産業-経済,内国貿易,品目別道内移入-海運1-1
pc0778,761,15,本編,産業-経済,内国貿易,品目別道内移入-海運1-2
pc0779,762,15,本編,産業-経済,内国貿易,品目別道内移入-海運1-2
pc0780,763,15,本編,産業-経済,内国貿易,品目別道内移入-海運1-2
pc0781,764,15,本編,産業-経済,内国貿易,品目別道内移入-海運1-2
pc0782,765,15,本編,産業-経済,内国貿易,品目別道内移入-海運1-2
pc0783,766,15,本編,産業-経済,内国貿易,品目別道内移入-海運2-1
pc0784,767,15,本編,産業-経済,内国貿易,品目別道内移入-海運2-1
pc0785,768,15,本編,産業-経済,内国貿易,品目別道内移入-海運2-1
pc0786,769,15,本編,産業-経済,内国貿易,品目別道内移入-海運2-2
pc0787,770,15,本編,産業-経済,内国貿易,品目別道内移入-海運2-2
pc0788,771,15,本編,産業-経済,内国貿易,品目別道内移入-海運2-2
pc0789,772,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-1
pc0790,773,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-1
pc0791,774,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-1
pc0792,775,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-1
pc0793,776,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-2
pc0794,777,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-2
pc0795,778,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-2
pc0796,779,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-2
pc0797,780,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-3
pc0798,781,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-3
pc0799,782,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-3
pc0800,783,15,本編,産業-経済,内国貿易,品目別道内移入-海運3-3
pc0801,784,15,本編,産業-経済,内国貿易,品目別道内移出-陸運1-1
pc0802,785,15,本編,産業-経済,内国貿易,品目別道内移出-陸運1-1
pc0803,786,15,本編,産業-経済,内国貿易,品目別道内移出-陸運1-1
pc0804,787,15,本編,産業-経済,内国貿易,品目別道内移出-陸運1-1
pc0805,788,15,本編,産業-経済,内国貿易,品目別道内移出-陸運1-2
pc0806,789,15,本編,産業-経済,内国貿易,品目別道内移出-陸運1-2
pc0807,790,15,本編,産業-経済,内国貿易,品目別道内移出-陸運1-2
pc0808,791,15,本編,産業-経済,内国貿易,品目別道内移出-陸運1-2
pc0809,792,15,本編,産業-経済,内国貿易,品目別道内移出-陸運2-1
pc0810,793,15,本編,産業-経済,内国貿易,品目別道内移出-陸運2-1
pc0811,794,15,本編,産業-経済,内国貿易,品目別道内移出-陸運2-1
pc0812,795,15,本編,産業-経済,内国貿易,品目別道内移出-陸運2-1
pc0813,796,15,本編,産業-経済,内国貿易,品目別道内移出-陸運2-2
pc0814,797,15,本編,産業-経済,内国貿易,品目別道内移出-陸運2-2
pc0815,798,15,本編,産業-経済,内国貿易,品目別道内移出-陸運2-2
