table_id,page_number,table_name
TBL-0344,1046,卸売物価3-9
TBL-0344,1047,卸売物価3-9
TBL-0345,1048,卸売物価4-1
TBL-0345,1049,卸売物価4-1
TBL-0346,1050,卸売物価4-2
TBL-0346,1051,卸売物価4-2
TBL-0347,1052,卸売物価4-3
TBL-0347,1053,卸売物価4-3
TBL-0348,1054,卸売物価4-4
TBL-0348,1055,卸売物価4-4
TBL-0349,1056,卸売物価4-5
TBL-0349,1057,卸売物価4-5
TBL-0350,1058,卸売物価4-6
TBL-0350,1059,卸売物価4-6
TBL-0351,1060,卸売物価4-7
TBL-0351,1061,卸売物価4-7
TBL-0352,1062,卸売物価4-8
TBL-0352,1063,卸売物価4-8
TBL-0353,1064,卸売物価指数1-1
TBL-0353,1065,卸売物価指数1-1
TBL-0354,1066,卸売物価指数1-2
TBL-0354,1067,卸売物価指数1-2
TBL-0355,1068,小売物価
TBL-0355,1069,小売物価
TBL-0356,1070,主要品目小売価額1-1
TBL-0356,1071,主要品目小売価額1-1
TBL-0357,1072,主要品目小売価額1-2
TBL-0357,1073,主要品目小売価額1-2
TBL-0358,1074,小売物価指数
TBL-0358,1075,小売物価指数
TBL-0359,1076,業種別賃金表1
TBL-0359,1077,業種別賃金表1
TBL-0360,1078,業種別賃金表2-1
TBL-0360,1079,業種別賃金表2-1
TBL-0361,1080,業種別賃金表2-1
TBL-0361,1081,業種別賃金表2-1
TBL-0362,1082,業種別賃金表2-2
TBL-0362,1083,業種別賃金表2-2
TBL-0362,1084,業種別賃金表2-2
TBL-0362,1085,業種別賃金表2-2
TBL-0363,1088,民事訴訟件数1
TBL-0364,1088,民事訴訟件数2
TBL-0363,1089,民事訴訟件数1
TBL-0364,1089,民事訴訟件数2
TBL-0365,1090,刑事訴訟件数1
TBL-0366,1090,刑事訴訟件数2
TBL-0367,1090,刑事訴訟件数3
TBL-0365,1091,刑事訴訟件数1
TBL-0366,1091,刑事訴訟件数2
TBL-0367,1091,刑事訴訟件数3
TBL-0365,1092,刑事訴訟件数1
TBL-0366,1093,在監人員
TBL-0366,1094,在監人員
TBL-0366,1095,在監人員
TBL-0367,1096,警察署及び警察職員
TBL-0367,1097,警察署及び警察職員
TBL-0368,1098,貸座敷数・芸娼妓数1
TBL-0369,1099,貸座敷数・芸娼妓数2
TBL-0370,1100,芸娼妓年齢別構成表
TBL-0370,1101,芸娼妓年齢別構成表
TBL-0371,1102,火災件数1
TBL-0371,1103,火災件数2
TBL-0372,1104,消防組織〈戦前1〉
TBL-0373,1104,消防組織〈戦前2〉
TBL-0372,1105,消防組織〈戦前1〉
TBL-0373,1105,消防組織〈戦前2〉
TBL-0374,1106,消防組織〈戦後〉
TBL-0375,1107,消防組織〈戦後〉
TBL-0376,1108,大火小史(焼失戸数100戸以上)
TBL-0376,1109,大火小史(焼失戸数100戸以上)
TBL-0377,1110,医療施設数及び医療従事者数〈戦前〉
TBL-0378,1111,医療施設数及び医療従事者数〈戦後〉
TBL-0379,1112,法定伝染病患者数及び死亡者数
TBL-0379,1113,法定伝染病患者数及び死亡者数
TBL-0379,1114,法定伝染病患者数及び死亡者数
TBL-0379,1115,法定伝染病患者数及び死亡者数
TBL-0380,1116,種痘人員1
TBL-0381,1117,種痘人員2
TBL-0381,1118,種痘人員2
TBL-0382,1118,痘そうの定期予防接種
TBL-0383,1119,死因別死亡者数1
TBL-0384,1120,死因別死亡者数2-1
TBL-0384,1121,死因別死亡者数2-1
TBL-0384,1122,死因別死亡者数2-1
TBL-0385,1123,死因別死亡者数2-2
TBL-0386,1123,死因別死亡者数3
TBL-0385,1124,死因別死亡者数2-2
TBL-0386,1124,死因別死亡者数3
TBL-0385,1125,死因別死亡者数2-2
TBL-0386,1125,死因別死亡者数3
TBL-0387,1126,年齢別死亡者数1
TBL-0389,1126,年齢別死亡者数3
TBL-0388,1127,年齢別死亡者数2
TBL-0389,1127,年齢別死亡者数3
TBL-0388,1128,年齢別死亡者数2
TBL-0389,1128,年齢別死亡者数3
TBL-0390,1130,給水状況〈戦前1〉
TBL-0391,1130,給水状況〈戦前2〉
TBL-0392,1131,給水状況〈戦後〉
TBL-0393,1132,電灯・電力需要状況
TBL-0393,1133,電灯・電力需要状況
TBL-0394,1134,ガス供給状況
TBL-0394,1135,ガス供給状況
TBL-0395,1136,学齢児童数・就学児童数・就学率
TBL-0395,1137,学齢児童数・就学児童数・就学率
TBL-0396,1138,幼稚園総覧1(私立のみ)
TBL-0397,1138,幼稚園総覧2
TBL-0396,1139,幼稚園総覧1(私立のみ)
TBL-0397,1140,小学校総覧1
TBL-0397,1141,小学校総覧1
TBL-0397,1142,小学校総覧1
TBL-0397,1143,小学校総覧1
TBL-0398,1144,小学校総覧2
TBL-0399-01,1145,各小学校別教員数・児童数1〈公立〉_会所学校→附属小学校(開拓使立，函館県立)
TBL-0399-02,1145,各小学校別教員数・児童数1〈公立〉_松蔭学校
TBL-0399-03,1145,各小学校別教員数・児童数1〈公立〉_常磐学校
TBL-0399-04,1145,各小学校別教員数・児童数1〈公立〉_函館女学校→函館女子小学校
TBL-0399-05,1145,各小学校別教員数・児童数1〈公立〉_内澗学校
TBL-0399-06,1145,各小学校別教員数・児童数1〈公立〉_第一公立女学校
TBL-0399-07,1146,各小学校別教員数・児童数1〈公立〉_住吉学校→住吉小学校→住吉尋常高等小学校→住吉尋常小学校
TBL-0399-08,1146,各小学校別教員数・児童数1〈公立〉_宝学校→宝小学校→弥生宝分校→宝尋常高等小学校
TBL-0399-09,1146,各小学校別教員数・児童数1〈公立〉_東川学校→東川小学校→東川尋常高等小学校→東川尋常小学校
TBL-0399-07,1147,各小学校別教員数・児童数1〈公立〉_住吉学校→住吉小学校→住吉尋常高等小学校→住吉尋常小学校
TBL-0399-08,1147,各小学校別教員数・児童数1〈公立〉_宝学校→宝小学校→弥生宝分校→宝尋常高等小学校
TBL-0399-09,1147,各小学校別教員数・児童数1〈公立〉_東川学校→東川小学校→東川尋常高等小学校→東川尋常小学校
TBL-0399-10,1148,各小学校別教員数・児童数1〈公立〉_弥生学校→弥生小学校→弥生尋常小学校→弥生尋常高等小学校→弥生国民学校
TBL-0399-11,1148,各小学校別教員数・児童数1〈公立〉_弥生高等小学校
TBL-0399-12,1148,各小学校別教員数・児童数1〈公立〉_弥生女子尋常高等小学校→弥生女子尋常小学校
TBL-0399-10,1149,各小学校別教員数・児童数1〈公立〉_弥生学校→弥生小学校→弥生尋常小学校→弥生尋常高等小学校→弥生国民学校
TBL-0399-11,1149,各小学校別教員数・児童数1〈公立〉_弥生高等小学校
TBL-0399-12,1149,各小学校別教員数・児童数1〈公立〉_弥生女子尋常高等小学校→弥生女子尋常小学校
TBL-0399-13,1150,各小学校別教員数・児童数1〈公立〉_高砂小学校→高等尋常小学校
TBL-0399-14,1150,各小学校別教員数・児童数1〈公立〉_幸小学校→幸尋常高等小学校→幸尋常小学校→幸国民学校
TBL-0399-15,1150,各小学校別教員数・児童数1〈公立〉_(函館女子学校)，函館女子高等小学校→函館女子尋常高等小学校
TBL-0399-13,1151,各小学校別教員数・児童数1〈公立〉_高砂小学校→高等尋常小学校
TBL-0399-14,1151,各小学校別教員数・児童数1〈公立〉_幸小学校→幸尋常高等小学校→幸尋常小学校→幸国民学校
TBL-0399-15,1151,各小学校別教員数・児童数1〈公立〉_(函館女子学校)，函館女子高等小学校→函館女子尋常高等小学校
TBL-0399-16,1152,各小学校別教員数・児童数1〈公立〉_亀田尋常高等小学校→亀田尋常小学校→亀田尋常高等小学校
TBL-0399-17,1152,各小学校別教員数・児童数1〈公立〉_(北海道庁立)附属小学校→附属国民学校
TBL-0399-18,1152,各小学校別教員数・児童数1〈公立〉_若松尋常高等小学校→若松尋常小学校→若松国民学校
TBL-0399-16,1153,各小学校別教員数・児童数1〈公立〉_亀田尋常高等小学校→亀田尋常小学校→亀田尋常高等小学校
TBL-0399-17,1153,各小学校別教員数・児童数1〈公立〉_(北海道庁立)附属小学校→附属国民学校
TBL-0399-18,1153,各小学校別教員数・児童数1〈公立〉_若松尋常高等小学校→若松尋常小学校→若松国民学校
TBL-0399-19,1154,各小学校別教員数・児童数1〈公立〉_新川尋常小学校→新川尋常高等小学校→新川尋常小学校→新川国民学校
TBL-0399-20,1154,各小学校別教員数・児童数1〈公立〉_第二東川尋常小学校→第二東川尋常高等小学校→第二東川尋常小学校
TBL-0399-21,1154,各小学校別教員数・児童数1〈公立〉_千代ヶ岱尋常小学校→千代ヶ岱尋常高等小学校→千代ヶ岱国民学校
TBL-0399-22,1155,各小学校別教員数・児童数1〈公立〉_松風尋常高等小学校→松風尋常小学校→松風尋常高等小学校→松風国民学校
TBL-0399-23,1155,各小学校別教員数・児童数1〈公立〉_巴尋常小学校→巴尋常高等小学校→巴尋常小学校→巴国民学校
TBL-0399-24,1155,各小学校別教員数・児童数1〈公立〉_常磐尋常小学校→常磐国民学校
TBL-0399-25,1156,各小学校別教員数・児童数1〈公立〉_谷地頭尋常高等小学校→谷地頭尋常小学校→谷地頭尋常高等小学校→谷地頭国民学校
TBL-0399-26,1156,各小学校別教員数・児童数1〈公立〉_万年橋尋常小学校→万年橋国民学校
TBL-0399-27,1156,各小学校別教員数・児童数1〈公立〉_大森尋常高等小学校
TBL-0399-28,1156,各小学校別教員数・児童数1〈公立〉_柏野尋常小学校→柏野国民学校
TBL-0399-29,1156,各小学校別教員数・児童数1〈公立〉_汐見尋常高等小学校
TBL-0399-30,1156,各小学校別教員数・児童数1〈公立〉_函館女子高等小学校→函館女子国民学校
TBL-0399-28,1157,各小学校別教員数・児童数1〈公立〉_柏野尋常小学校→柏野国民学校
TBL-0399-29,1157,各小学校別教員数・児童数1〈公立〉_汐見尋常高等小学校
TBL-0399-30,1157,各小学校別教員数・児童数1〈公立〉_函館女子高等小学校→函館女子国民学校
TBL-0399-31,1157,各小学校別教員数・児童数1〈公立〉_中島尋常小学校→中島尋常高等小学校→中島国民学校
TBL-0399-32,1157,各小学校別教員数・児童数1〈公立〉_高盛尋常高等小学校→高盛国民学校
TBL-0399-33,1157,各小学校別教員数・児童数1〈公立〉_青柳尋常小学校→青柳国民学校
TBL-0399-34,1158,各小学校別教員数・児童数1〈公立〉_的場尋常高等小学校→的場国民学校
TBL-0399-35,1158,各小学校別教員数・児童数1〈公立〉_大森尋常小学校→大森国民学校
TBL-0399-36,1158,各小学校別教員数・児童数1〈公立〉_東川尋常小学校→東川国民学校
TBL-0399-37,1158,各小学校別教員数・児童数1〈公立〉_湯川尋常高等小学校→湯川国民学校
TBL-0399-38,1158,各小学校別教員数・児童数1〈公立〉_亀尾尋常高等小学校→亀尾国民学校
TBL-0399-39,1158,各小学校別教員数・児童数1〈公立〉_寅沢尋常小学校→寅沢国民学校
TBL-0399-40,1159,各小学校別教員数・児童数1〈公立〉_蛾眉野尋常小学校→蛾眉野国民学校
TBL-0399-41,1159,各小学校別教員数・児童数1〈公立〉_鱒川尋常小学校→鱒川国民学校
TBL-0399-42,1159,各小学校別教員数・児童数1〈公立〉_八幡国民学校
TBL-0400-01,1160,各小学校別教員数・児童数1〈私立〉_愛陶舎
TBL-0400-02,1160,各小学校別教員数・児童数1〈私立〉_淳風学校
TBL-0400-03,1160,各小学校別教員数・児童数1〈私立〉_森学校
TBL-0400-04,1160,各小学校別教員数・児童数1〈私立〉_藤村学校
TBL-0400-05,1160,各小学校別教員数・児童数1〈私立〉_浅井学校
TBL-0400-06,1160,各小学校別教員数・児童数1〈私立〉_沢学校
TBL-0400-07,1160,各小学校別教員数・児童数1〈私立〉_辻学校
TBL-0400-08,1160,各小学校別教員数・児童数1〈私立〉_福田学校
TBL-0400-09,1161,各小学校別教員数・児童数1〈私立〉_豊川学校
TBL-0400-10,1161,各小学校別教員数・児童数1〈私立〉_濱野学校
TBL-0400-11,1161,各小学校別教員数・児童数1〈私立〉_山内小学校
TBL-0400-12,1161,各小学校別教員数・児童数1〈私立〉_大森尋常小学校
TBL-0400-13,1162,各小学校別教員数・児童数1〈私立〉_鶴岡学校→鶴岡小学校→鶴岡尋常小学校
TBL-0400-14,1162,各小学校別教員数・児童数1〈私立〉_若山学校→若山小学校→若山尋常小学校
TBL-0400-15,1162,各小学校別教員数・児童数1〈私立〉_一貫堂→一貫(堂)小学校→一貫学校→一貫尋常小学校
TBL-0400-13,1163,各小学校別教員数・児童数1〈私立〉_鶴岡学校→鶴岡小学校→鶴岡尋常小学校
TBL-0400-14,1163,各小学校別教員数・児童数1〈私立〉_若山学校→若山小学校→若山尋常小学校
TBL-0400-15,1163,各小学校別教員数・児童数1〈私立〉_一貫堂→一貫(堂)小学校→一貫学校→一貫尋常小学校
TBL-0400-16,1164,各小学校別教員数・児童数1〈私立〉_古川学校→古川小学校→古川尋常小学校
TBL-0400-17,1164,各小学校別教員数・児童数1〈私立〉_堀川学校→堀川尋常高等小学校
TBL-0400-18,1164,各小学校別教員数・児童数1〈私立〉_六和女学校，大谷女子小学校
TBL-0400-19,1165,各小学校別教員数・児童数1〈私立〉_元町(小)学校→元町女子尋常高等小学校
TBL-0400-20,1165,各小学校別教員数・児童数1〈私立〉_吉祥女学校→吉祥女子小学校→吉祥女学校→吉祥尋常小学校
TBL-0400-21,1165,各小学校別教員数・児童数1〈私立〉_恵以小学校→恵以尋常小学校
TBL-0401-01,1166,各小学校別教員数・児童数2〈市立〉_弥生小学校
TBL-0401-02,1166,各小学校別教員数・児童数2〈市立〉_東川小学校
TBL-0401-03,1166,各小学校別教員数・児童数2〈市立〉_青柳小学校
TBL-0401-04,1167,各小学校別教員数・児童数2〈市立〉_常磐小学校
TBL-0401-05,1167,各小学校別教員数・児童数2〈市立〉_幸小学校
TBL-0401-06,1167,各小学校別教員数・児童数2〈市立〉_大森小学校
TBL-0401-07,1168,各小学校別教員数・児童数2〈市立〉_新川小学校
TBL-0401-08,1168,各小学校別教員数・児童数2〈市立〉_松風小学校
TBL-0401-09,1168,各小学校別教員数・児童数2〈市立〉_若松小学校
TBL-0401-10,1169,各小学校別教員数・児童数2〈市立〉_巴小学校
TBL-0401-11,1169,各小学校別教員数・児童数2〈市立〉_高盛小学校
TBL-0401-12,1169,各小学校別教員数・児童数2〈市立〉_千代ヶ岱小校
TBL-0401-13,1170,各小学校別教員数・児童数2〈市立〉_中島小学校
TBL-0401-14,1170,各小学校別教員数・児童数2〈市立〉_柏野小学校
TBL-0401-15,1170,各小学校別教員数・児童数2〈市立〉_万年橋小学校
TBL-0401-16,1171,各小学校別教員数・児童数2〈市立〉_八幡小学校
TBL-0401-17,1171,各小学校別教員数・児童数2〈市立〉_湯川小学校
TBL-0401-18,1171,各小学校別教員数・児童数2〈市立〉_亀尾小学
TBL-0401-19,1172,各小学校別教員数・児童数2〈市立〉_鱒川小学校
TBL-0401-20,1172,各小学校別教員数・児童数2〈市立〉_蛾眉野小学校
TBL-0401-21,1172,各小学校別教員数・児童数2〈市立〉_港小学校
TBL-0401-22,1173,各小学校別教員数・児童数2〈市立〉_千代田小学校
TBL-0401-23,1173,各小学校別教員数・児童数2〈市立〉_駒場小学校
TBL-0401-24,1173,各小学校別教員数・児童数2〈市立〉_谷地頭小学校
TBL-0401-25,1174,各小学校別教員数・児童数2〈市立〉_金堀小学校
TBL-0401-26,1174,各小学校別教員数・児童数2〈市立〉_日吉が丘小学校
TBL-0401-27,1174,各小学校別教員数・児童数2〈市立〉_石崎小学校
TBL-0401-28,1175,各小学校別教員数・児童数2〈市立〉_宇賀小学校
TBL-0401-29,1175,各小学校別教員数・児童数2〈市立〉_銭亀沢小学校
TBL-0401-30,1175,各小学校別教員数・児童数2〈市立〉_上湯川小学校
TBL-0401-31,1175,各小学校別教員数・児童数2〈市立〉_西小学校
TBL-0401-32,1175,各小学校別教員数・児童数2〈市立〉_深堀小学校
TBL-0401-33,1175,各小学校別教員数・児童数2〈市立〉_東小学校
TBL-0401-34,1176,各小学校別教員数・児童数2〈市立〉_亀田小学校
TBL-0401-35,1176,各小学校別教員数・児童数2〈市立〉_桔梗小学校
TBL-0401-36,1176,各小学校別教員数・児童数2〈市立〉_赤川小学校
TBL-0401-37,1176,各小学校別教員数・児童数2〈市立〉_鍛神小学校
TBL-0401-38,1176,各小学校別教員数・児童数2〈市立〉_鍛神小学校東山分校
TBL-0401-39,1176,各小学校別教員数・児童数2〈市立〉_昭和小学校
TBL-0401-40,1177,各小学校別教員数・児童数2〈市立〉_中の沢小学校
TBL-0401-41,1177,各小学校別教員数・児童数2〈市立〉_本通小学校
TBL-0401-42,1177,各小学校別教員数・児童数2〈市立〉_中央小学校
TBL-0401-43,1177,各小学校別教員数・児童数2〈市立〉_北日吉小学校
TBL-0401-44,1177,各小学校別教員数・児童数2〈市立〉_高丘小学校
TBL-0401-45,1177,各小学校別教員数・児童数2〈市立〉_北昭和小学校
TBL-0401-46,1178,各小学校別教員数・児童数2〈市立〉_東山小学校
TBL-0401-47,1178,各小学校別教員数・児童数2〈市立〉_中部小学校
TBL-0401-48,1178,各小学校別教員数・児童数2〈市立〉_旭岡小学校
TBL-0401-49,1178,各小学校別教員数・児童数2〈市立〉_北美原小学校
TBL-0402-01,1178,各小学校別教員数・児童数2〈国立・私立〉_(国立)北海道師範(のち教育)大学附属函館小学校
TBL-0402-02,1178,各小学校別教員数・児童数2〈国立・私立〉_函館三育小学校
TBL-0402-01,1179,各小学校別教員数・児童数2〈国立・私立〉_(国立)北海道師範(のち教育)大学附属函館小学校
TBL-0402-02,1179,各小学校別教員数・児童数2〈国立・私立〉_函館三育小学校
TBL-0403-01,1180,(旧制)中学校_(庁立)函館尋常中学校→函館中学校
TBL-0403-02,1180,(旧制)中学校_(市立)函館市立中学校
TBL-0403-03,1180,(旧制)中学校_(庁立)函館高等女子学校
TBL-0403-01,1181,(旧制)中学校_(庁立)函館尋常中学校→函館中学校
TBL-0403-03,1181,(旧制)中学校_(庁立)函館高等女子学校
TBL-0404-01,1182,実業学校_(庁立-明治34年~-)函館商船学校
TBL-0404-02,1182,実業学校_(庁立)函館商業学校
TBL-0404-01,1183,実業学校_(庁立-明治34年~-)函館商船学校
TBL-0404-02,1183,実業学校_(庁立)函館商業学校
TBL-0404-03,1184,実業学校_(庁立)函館工業学校
TBL-0404-04,1184,実業学校_(市立)函館市立商業学校
TBL-0405-01,1185,実業補習学校_(庁立)函館商業補習学校-夜間
TBL-0405-02,1185,実業補習学校_(市立)函館工業補習学校-夜間
TBL-0405-03,1185,実業補習学校_(市立)弥生商工補習学校-夜間
TBL-0405-04,1185,実業補習学校_(市立)高砂女子実業補習学校-夜間
TBL-0405-05,1185,実業補習学校_(私立)函館女子商業学校-夜間
TBL-0405-06,1186,実業補習学校_(市立)函館商工実習学校-夜間(商業部・工業部・女子商業部の三部)
TBL-0406,1186,青年学校
TBL-0407-01,1187,高等水産学校・師範学校_(国立)函館高等水産学校
TBL-0407-02,1187,高等水産学校・師範学校_(庁立)北海道函館師範学校
TBL-0407-03,1187,高等水産学校・師範学校_(使立・県立)小学教科伝習所→函館師範学校(明治13年~)
TBL-0408-01,1188,私立各種学校〈戦前〉_(キリスト教系)遺愛女学校(大正6年~高等女学校)
TBL-0408-02,1188,私立各種学校〈戦前〉_(キリスト教系)聖保禄女学校
TBL-0408-03,1188,私立各種学校〈戦前〉_(キリスト教系)聖保禄高等女学校
TBL-0408-01,1189,私立各種学校〈戦前〉_(キリスト教系)遺愛女学校(大正6年~高等女学校)
TBL-0408-02,1189,私立各種学校〈戦前〉_(キリスト教系)聖保禄女学校
TBL-0408-03,1189,私立各種学校〈戦前〉_(キリスト教系)聖保禄高等女学校
TBL-0408-04,1190,私立各種学校〈戦前〉_(キリスト教系)正教学校
TBL-0408-05,1190,私立各種学校〈戦前〉_(キリスト教系)靖和学校
TBL-0408-06,1190,私立各種学校〈戦前〉_(キリスト教系)函館土人学校
TBL-0408-07,1190,私立各種学校〈戦前〉_(キリスト教系)函館訓盲会→函館訓盲院(明治34～)→函館盲啞院(大正1～)
TBL-0408-08,1190,私立各種学校〈戦前〉_(仏教系)六和女学校→大谷女学校(明治35～)→大谷高等女学校(天正12～)
TBL-0408-09,1190,私立各種学校〈戦前〉_(仏教系)吉祥女学校
TBL-0408-07,1191,私立各種学校〈戦前〉_(キリスト教系)函館訓盲会→函館訓盲院(明治34～)→函館盲啞院(大正1～)
TBL-0408-08,1191,私立各種学校〈戦前〉_(仏教系)六和女学校→大谷女学校(明治35～)→大谷高等女学校(天正12～)
TBL-0408-09,1191,私立各種学校〈戦前〉_(仏教系)吉祥女学校
TBL-0408-10,1192,私立各種学校〈戦前〉_(仏教系)実践女学校
TBL-0408-11,1192,私立各種学校〈戦前〉_(仏教系)実践高等女学校
TBL-0408-12,1193,私立各種学校〈戦前〉_(その他)大妻技芸学校→大妻女子高等技芸学校(昭和7～)
TBL-0408-13,1193,私立各種学校〈戦前〉_(その他)昭和芸学校→昭和女子高等技芸学校(昭和14～)
TBL-0408-14,1193,私立各種学校〈戦前〉_(その他)函館経理学校(男子のみ)
TBL-0409,1194,(新制)中学校総覧
TBL-0410,1195,(新制)高校総覧
TBL-0411-01,1196,(新制)大学_(国立)北海道大学水産学部
TBL-0411-02,1196,(新制)大学_(国立)北海道学芸大学函館分校→(昭和34年~)北海道教育大学函館分校
TBL-0411-03,1196,(新制)大学_(私立)函館大学
TBL-0412-01,1197,短期大学・高等専門学校_(私立)函館商科短期大学→函館短期大学(昭和39年~)
TBL-0412-02,1197,短期大学・高等専門学校_(私立)函館大谷短期大学
TBL-0412-03,1197,短期大学・高等専門学校_(国立)函館工業高等専門大学
TBL-0413-01,1198,盲・聾・養護学校_(道立)函館盲学校
TBL-0413-02,1198,盲・聾・養護学校_(道立)函館聾学校
TBL-0413-01,1199,盲・聾・養護学校_(道立)函館盲学校
TBL-0413-02,1199,盲・聾・養護学校_(道立)函館聾学校
TBL-0413-03,1199,盲・聾・養護学校_(国立)北海道教育大学教育学部附属養護学校(精神薄弱)
TBL-0414,1200,兵員数及び徴兵人員数
TBL-0414,1201,兵員数及び徴兵人員数
