table_id,page_number,part,table_name
TBL-0001,58,気象,気温-気圧-湿度a
TBL-0002,59,気象,気温-気圧-湿度b
TBL-0003,60,気象,風速-降水量-積雪量-日照時数a
TBL-0004,61,気象,風速-降水量-積雪量-日照時数b
TBL-0005,62,気象,天気日数-地震回数-霜雪期a
TBL-0006,63,気象,天気日数-地震回数-霜雪期b
TBL-0007,64,気象,地目別土地面積a
TBL-0008,65,気象,地目別土地面積b
TBL-0009,66,気象,地目別土地面積c
TBL-0010,67,気象,地目別土地面積d
TBL-0011,68,気象,民有地面積-地価a
TBL-0012,69,気象,民有地面積-地価b
TBL-0013,70,気象,土地評価額
TBL-0014,70,気象,有租地面積
TBL-0015,71,気象,明治42年-大正7年町別面積-道路
TBL-0016,72,人口,戸数-人口1-1a
TBL-0017,73,人口,戸数-人口1-1b
TBL-0018,74,人口,戸数-人口1-2a
TBL-0019,75,人口,戸数-人口1-2b
TBL-0020,76,人口,人口動態a
TBL-0021,77,人口,人口動態b
TBL-0022,78,人口,文化文政期町別戸口表a
TBL-0023,78,人口,文化文政期町別戸口表b
TBL-0024,79,人口,文化文政期町別戸口表a
TBL-0025,79,人口,文化文政期町別戸口表b
TBL-0026,80,人口,明治9年管内村町別戸口表1-1a
TBL-0027,81,人口,明治9年管内村町別戸口表1-1b
TBL-0028,82,人口,明治9年管内村町別戸口表1-2a
TBL-0029,83,人口,明治9年管内村町別戸口表1-2b
TBL-0030,84,人口,明治期町別戸口表a
TBL-0031,85,人口,明治期町別戸口表b
TBL-0032,86,人口,明治期町別戸口表c
TBL-0033,87,人口,明治期町別戸口表d
TBL-0034,88,人口,職業表1-1a
TBL-0035,89,人口,職業表1-1b
TBL-0036,90,人口,職業表1-2a
TBL-0037,91,人口,職業表1-2b
TBL-0038,92,人口,明治11年函館市中職業表1-1a
TBL-0039,93,人口,明治11年函館市中職業表1-1b
TBL-0040,94,人口,明治11年函館市中職業表1-2a
TBL-0041,95,人口,明治11年函館市中職業表1-2b
TBL-0042,96,人口,明治11年函館市中職業表1-3a
TBL-0043,97,人口,明治11年函館市中職業表1-3b
TBL-0044,98,人口,明治12年函館市中職業表1-1a
TBL-0045,99,人口,明治12年函館市中職業表1-1b
TBL-0046,100,人口,明治12年函館市中職業表1-2a
TBL-0047,101,人口,明治12年函館市中職業表1-2b
TBL-0048,102,人口,居留外国人戸口表1-1a
TBL-0049,103,人口,居留外国人戸口表1-1b
TBL-0050,104,人口,居留外国人戸口表1-2a
TBL-0051,105,人口,居留外国人戸口表1-2b
TBL-0052,106,人口,居留外国人職業表1
TBL-0053,107,人口,居留外国人職業表2
TBL-0054,108,財政,区内協議費収支決算1-1a
TBL-0055,109,財政,区内協議費収支決算1-1b
TBL-0056,110,財政,区内協議費収支決算1-2a
TBL-0057,111,財政,区内協議費収支決算1-2b
TBL-0058,112,財政,区費歳入決算1-1a
TBL-0059,113,財政,区費歳入決算1-1b
TBL-0060,114,財政,区費歳入決算1-1c
TBL-0061,115,財政,区費歳入決算1-1d
TBL-0062,116,財政,区費歳入決算1-1e
TBL-0063,117,財政,区費歳入決算1-2a
TBL-0064,118,財政,区費歳入決算1-2b
TBL-0065,119,財政,区費歳入決算1-2c
TBL-0066,120,財政,区費歳入決算1-2d
TBL-0067,121,財政,区費歳入決算1-2e
TBL-0068,122,財政,区費歳出経常部決算1-1a
TBL-0069,123,財政,区費歳出経常部決算1-1b
TBL-0070,124,財政,区費歳出経常部決算1-1c
TBL-0071,125,財政,区費歳出経常部決算1-1d
TBL-0072,126,財政,区費歳出経常部決算1-2a
TBL-0073,127,財政,区費歳出経常部決算1-2b
TBL-0074,128,財政,区費歳出経常部決算1-2c
TBL-0075,129,財政,区費歳出経常部決算1-2d
TBL-0076,130,財政,区費歳出臨時部決算1-1a
TBL-0077,131,財政,区費歳出臨時部決算1-1b
TBL-0078,132,財政,区費歳出臨時部決算1-1c
TBL-0079,133,財政,区費歳出臨時部決算1-1d
TBL-0080,134,財政,区費歳出臨時部決算1-2a
TBL-0081,135,財政,区費歳出臨時部決算1-2b
TBL-0082,136,財政,区費歳出臨時部決算1-2c
TBL-0083,137,財政,区費歳出臨時部決算1-2d
TBL-0084,138,財政,市歳入決算1-1a
TBL-0085,139,財政,市歳入決算1-1b
TBL-0086,140,財政,市歳入決算1-1c
TBL-0087,141,財政,市歳入決算1-1d
TBL-0088,142,財政,市歳入決算1-2a
TBL-0089,143,財政,市歳入決算1-2b
TBL-0090,144,財政,市歳入決算1-2c
TBL-0091,145,財政,市歳入決算1-2d
TBL-0092,146,財政,市歳入決算2-1a
TBL-0093,147,財政,市歳入決算2-1b
TBL-0094,148,財政,市歳入決算2-2a
TBL-0095,149,財政,市歳入決算2-2b
TBL-0096,150,財政,市歳入決算2-3a
TBL-0097,151,財政,市歳入決算2-3b
TBL-0098,152,財政,市歳入決算3-1a
TBL-0099,153,財政,市歳入決算3-1b
TBL-0100,154,財政,市歳入決算3-1c
TBL-0101,155,財政,市歳入決算3-2a
TBL-0102,156,財政,市歳入決算3-2b
TBL-0103,157,財政,市歳入決算3-2c
TBL-0104,158,財政,市歳入決算3-3a
TBL-0105,159,財政,市歳入決算3-3b
TBL-0106,160,財政,市歳入決算3-3c
TBL-0107,161,財政,市歳入決算3-4a
TBL-0108,162,財政,市歳入決算3-4b
TBL-0109,163,財政,市歳入決算3-4c
TBL-0110,164,財政,市歳入決算3-5a
TBL-0111,165,財政,市歳入決算3-5b
TBL-0112,166,財政,市歳入決算3-5c
TBL-0113,167,財政,市歳入決算4-1a
TBL-0114,168,財政,市歳入決算4-1b
TBL-0115,169,財政,市歳入決算4-1c
TBL-0116,170,財政,市歳入決算4-2a
TBL-0117,171,財政,市歳入決算4-2b
TBL-0118,172,財政,市歳入決算4-2c
TBL-0119,173,財政,市歳入決算4-3a
TBL-0120,174,財政,市歳入決算4-3b
TBL-0121,175,財政,市歳入決算4-3c
TBL-0122,176,財政,市歳出経常部決算1-1a
TBL-0123,177,財政,市歳出経常部決算1-1b
TBL-0124,178,財政,市歳出経常部決算1-1c
TBL-0125,179,財政,市歳出経常部決算1-2a
TBL-0126,180,財政,市歳出経常部決算1-2b
TBL-0127,181,財政,市歳出経常部決算1-2c
TBL-0128,182,財政,市歳出経常部決算1-3a
TBL-0129,183,財政,市歳出経常部決算1-3b
TBL-0130,184,財政,市歳出経常部決算1-3c
TBL-0131,185,財政,市歳出臨時部決算1-1a
TBL-0132,186,財政,市歳出臨時部決算1-1b
TBL-0133,187,財政,市歳出臨時部決算1-1c
TBL-0134,188,財政,市歳出臨時部決算1-2a
TBL-0135,189,財政,市歳出臨時部決算1-2b
TBL-0136,190,財政,市歳出臨時部決算1-2c
TBL-0137,191,財政,市歳出臨時部決算1-3a
TBL-0138,192,財政,市歳出臨時部決算1-3b
TBL-0139,193,財政,市歳出臨時部決算1-3c
TBL-0140,194,財政,市歳出経常部決算2-1a
TBL-0141,195,財政,市歳出経常部決算2-1b
TBL-0142,196,財政,市歳出経常部決算2-2a
TBL-0143,197,財政,市歳出経常部決算2-2b
TBL-0144,198,財政,市歳出経常部決算2-3a
TBL-0145,199,財政,市歳出経常部決算2-3b
TBL-0146,200,財政,市歳出経常部決算2-4a
TBL-0147,201,財政,市歳出経常部決算2-4b
TBL-0148,202,財政,市歳出臨時部決算2-1a
TBL-0149,203,財政,市歳出臨時部決算2-1b
TBL-0150,204,財政,市歳出臨時部決算2-2a
TBL-0151,205,財政,市歳出臨時部決算2-2b
TBL-0152,206,財政,市歳出臨時部決算2-3a
TBL-0153,207,財政,市歳出臨時部決算2-3b
TBL-0154,208,財政,市歳出決算3-1a
TBL-0155,209,財政,市歳出決算3-1b
TBL-0156,210,財政,市歳出決算3-1c
TBL-0157,211,財政,市歳出決算3-2a
TBL-0158,212,財政,市歳出決算3-2b
TBL-0159,213,財政,市歳出決算3-2c
TBL-0160,214,財政,市歳出決算3-3a
TBL-0161,215,財政,市歳出決算3-3b
TBL-0162,216,財政,市歳出決算3-3
TBL-0163,217,財政,市歳出決算3-4a
TBL-0164,218,財政,市歳出決算3-4b
TBL-0165,219,財政,市歳出決算3-4c
TBL-0166,220,財政,市歳出決算4-1a
TBL-0167,221,財政,市歳出決算4-1b
TBL-0168,222,財政,市歳出決算4-1c
TBL-0169,223,財政,市歳出決算4-2a
TBL-0170,224,財政,市歳出決算4-2b
TBL-0171,225,財政,市歳出決算4-2c
TBL-0172,226,財政,市歳出決算4-3a
TBL-0173,227,財政,市歳出決算4-3b
TBL-0174,228,財政,市歳出決算4-3c
TBL-0175,229,財政,市歳出決算4-4a
TBL-0176,230,財政,市歳出決算4-4b
TBL-0177,231,財政,市歳出決算4-4c
TBL-0178,232,財政,市歳出決算4-5a
TBL-0179,233,財政,市歳出決算4-5b
TBL-0180,234,財政,市歳出決算4-5c
TBL-0181,235,財政,市歳出決算4-6a
TBL-0182,236,財政,市歳出決算4-6b
TBL-0183,237,財政,市歳出決算4-6c
TBL-0184,238,財政,区-市特別会計歳入歳出決算-井戸新鑿修繕費
TBL-0185,238,財政,区-市特別会計歳入歳出決算-住吉小学校新築費
TBL-0186,238,財政,区-市特別会計歳入歳出決算-公立小学校地地平均費
TBL-0187,238,財政,区-市特別会計歳入歳出決算-学校建築費
TBL-0188,238,財政,区-市特別会計歳入歳出決算-宝小学校教場増築日
TBL-0189,238,財政,区-市特別会計歳入歳出決算-幸小学校新築費
TBL-0190,238,財政,区-市特別会計歳入歳出決算-行在所建築諸費
TBL-0191,238,財政,区-市特別会計歳入歳出決算-高砂、東川小学校改築費
TBL-0192,239,財政,公園費
TBL-0193,239,財政,共有火葬及葬儀場建築費
TBL-0194,239,財政,区-市特別会計歳入歳出決算-小学校補助金
TBL-0195,239,財政,区-市特別会計歳入歳出決算-窮民救護費
TBL-0196,240,財政,会社銀行年賦寄付金(弥生小学校建築費)
TBL-0197,240,財政,区内共有金1
TBL-0198,241,財政,会社銀行年賦寄付金(弥生小学校建築費)
TBL-0199,241,財政,区内共有金1
TBL-0200,242,財政,備荒貯蓄金
TBL-0201,242,財政,区内共有金2
TBL-0202,243,財政,備荒貯蓄金
TBL-0203,243,財政,区内共有金2
TBL-0204,244,財政,教育蓄積金-公立小学校費-函館女学校費a
TBL-0205,245,財政,教育蓄積金-公立小学校費-函館女学校費b
TBL-0206,246,財政,共有基本金a
TBL-0207,247,財政,共有基本金b
TBL-0208,248,財政,共有基本金c
TBL-0209,249,財政,私立小学校経費(参考)
TBL-0210,250,財政,育児費-育児特別基本金a
TBL-0211,251,財政,育児費-育児特別基本金b
TBL-0212,252,財政,函館水道増設工事費
TBL-0213,252,財政,函館水道費
TBL-0214,252,財政,水道副管調査費
TBL-0215,252,財政,水道起業蓄積金
TBL-0216,252,財政,赤川水源測量費
TBL-0217,253,財政,函館港改良工事
TBL-0218,253,財政,水道保存蓄積金
TBL-0219,253,財政,若松町海面埋立工事
TBL-0220,254,財政,上水道拡張費
TBL-0221,254,財政,温泉費
TBL-0222,254,財政,給水工事費
TBL-0223,255,財政,上水道拡張費
TBL-0224,255,財政,温泉費
TBL-0225,255,財政,給水工事費
TBL-0226,256,財政,水道費a
TBL-0227,257,財政,水道費b
TBL-0228,258,財政,水道費c
TBL-0229,259,財政,水道費d
TBL-0230,260,財政,水道事業費
TBL-0231,261,財政,復興事業費
TBL-0232,261,財政,結核予防並窮民治療事業資金
TBL-0233,262,財政,基本財産a
TBL-0234,262,財政,基本財産c
TBL-0235,263,財政,基本財産b
TBL-0236,263,財政,基本財産d
TBL-0237,264,財政,特別基本財産a
TBL-0238,264,財政,窮民救助費a
TBL-0239,264,財政,窮民救助費特別基本財産a
TBL-0240,265,財政,特別基本財産b
TBL-0241,265,財政,窮民救助費b
TBL-0242,265,財政,窮民救助費特別基本財産b
TBL-0243,266,財政,特別基本財c
TBL-0244,266,財政,窮民救助費c
TBL-0245,267,財政,特別基本財d
TBL-0246,267,財政,窮民救助費d
TBL-0247,268,財政,慈善事業資金
TBL-0248,268,財政,教育基本財産
TBL-0249,268,財政,社会事業資金
TBL-0250,269,財政,慈善事業資金
TBL-0251,269,財政,教育基本財産
TBL-0252,269,財政,社会事業資金
TBL-0253,270,財政,慈善事業資金
TBL-0254,270,財政,木島社会事業資金
TBL-0255,270,財政,社会事業資金
TBL-0256,271,財政,公益質屋費a
TBL-0257,272,財政,公益質屋費b
TBL-0258,273,財政,公益質屋費c
TBL-0259,274,財政,交通事業費1
TBL-0260,274,財政,交通事業資金
TBL-0261,275,財政,交通事業費2
TBL-0262,276,財政,区立病院維持蓄積金
TBL-0263,276,財政,区立病院費
TBL-0264,277,財政,区立病院維持蓄積金
TBL-0265,277,財政,区立病院費
TBL-0266,278,財政,函館病院費1a
TBL-0267,279,財政,函館病院費1b
TBL-0268,280,財政,函館病院費1c
TBL-0269,281,財政,函館病院費1d
TBL-0270,282,財政,函館病院費1e
TBL-0271,283,財政,函館病院費1f
TBL-0272,284,財政,函館病院費2-1a
TBL-0273,285,財政,函館病院費2-1b
TBL-0274,286,財政,函館病院費2-1
TBL-0275,287,財政,函館病院費2-2
TBL-0276,288,財政,函館病院費2-1a
TBL-0277,289,財政,函館病院費2-1
TBL-0278,290,財政,大森町有財産a
TBL-0279,290,財政,大森町有財産c
TBL-0280,290,財政,大森町有財産e
TBL-0281,291,財政,大森町有財産b
TBL-0282,291,財政,大森町有財産d
TBL-0283,291,財政,大森町有財産f
TBL-0284,292,財政,自転車競争事業費1a
TBL-0285,292,財政,自転車競争事業費2a
TBL-0286,293,財政,自転車競争事業費1b
TBL-0287,293,財政,自転車競争事業費2b
TBL-0288,294,財政,自転車競争事業費1c
TBL-0289,294,財政,自転車競争事業費2c
TBL-0290,295,財政,魚卸売市場事業費a
TBL-0291,295,財政,魚卸売市場事業費b
TBL-0292,295,財政,魚卸売市場事業費c
TBL-0293,296,財政,奨学資金a
TBL-0294,296,財政,奨学資金c
TBL-0295,297,財政,奨学資金b
TBL-0296,297,財政,奨学資金d
TBL-0297,298,財政,港湾事業費1a
TBL-0298,299,財政,港湾事業費1
TBL-0299,300,財政,港湾事業費2-1a
TBL-0300,301,財政,港湾事業費2-1b
TBL-0301,302,財政,港湾事業費2-1c
TBL-0302,303,財政,港湾事業費2-2a
TBL-0303,304,財政,港湾事業費2-2b
TBL-0304,305,財政,港湾事業費2-2c
TBL-0305,306,財政,と畜場費a
TBL-0306,306,財政,と畜場費c
TBL-0307,307,財政,と畜場費b
TBL-0308,307,財政,国民健康保険事業費1
TBL-0309,308,財政,国民健康保険事業費2a
TBL-0310,309,財政,国民健康保険事業費2b
TBL-0311,310,財政,国民健康保険事業費2c
TBL-0312,311,財政,下水道事業費a
TBL-0313,312,財政,下水道事業費b
TBL-0314,313,財政,下水道事業費c
TBL-0315,314,財政,中央卸売市場事業a
TBL-0316,314,財政,交通災害共済事業費a
TBL-0317,314,財政,育英資金a
TBL-0318,315,財政,中央卸売市場事業b
TBL-0319,315,財政,交通災害共済事業費b
TBL-0320,315,財政,育英資金b
TBL-0321,316,財政,企業会計水道事業1-1a
TBL-0322,317,財政,企業会計水道事業1-1b
TBL-0323,318,財政,企業会計水道事業1-1c
TBL-0324,319,財政,企業会計水道事業1-1d
TBL-0325,320,財政,企業会計水道事業1-1e
TBL-0326,321,財政,企業会計水道事業1-2a
TBL-0327,322,財政,企業会計水道事業1-2b
TBL-0328,323,財政,企業会計水道事業1-2c
TBL-0329,324,財政,企業会計水道事業1-2d
TBL-0330,325,財政,企業会計水道事業1-2e
TBL-0331,326,財政,企業会計温泉事業1-1a
TBL-0332,327,財政,企業会計温泉事業1-1b
TBL-0333,328,財政,企業会計温泉事業1-2a
TBL-0334,329,財政,企業会計温泉事業1-2b
TBL-0335,330,財政,企業会計交通事業1-1a
TBL-0336,331,財政,企業会計交通事業1-1b
TBL-0337,332,財政,企業会計交通事業1-1c
TBL-0338,333,財政,企業会計交通事業1-1d
TBL-0339,334,財政,企業会計交通事業1-1e
TBL-0340,335,財政,企業会計交通事業1-2a
TBL-0341,336,財政,企業会計交通事業1-2b
TBL-0342,337,財政,企業会計交通事業1-2c
TBL-0343,338,財政,企業会計交通事業1-2d
TBL-0344,339,財政,企業会計交通事業1-2e
TBL-0345,340,財政,企業会計病院事業1-1a
TBL-0346,341,財政,企業会計病院事業1-1b
TBL-0347,342,財政,企業会計病院事業1-1c
TBL-0348,343,財政,企業会計病院事業1-2a
TBL-0349,344,財政,企業会計病院事業1-2b
TBL-0350,345,財政,企業会計病院事業1-2c
TBL-0351,346,財政,企業会計病院事業1-3a
TBL-0352,347,財政,企業会計病院事業1-3b
TBL-0353,348,財政,企業会計病院事業1-3c
TBL-0354,349,財政,企業会計中央卸売市場事業
TBL-0355,350,財政,企業会計港湾埋立事業a
TBL-0356,351,財政,企業会計港湾埋立事業b
TBL-0357,352,財政,区税a
TBL-0358,353,財政,区税b
TBL-0359,354,財政,区税c
TBL-0360,355,財政,市税1a
TBL-0361,355,財政,市税1b
TBL-0362,356,財政,市税2a
TBL-0363,356,財政,市税2c
TBL-0364,356,財政,市税2e
TBL-0365,356,財政,市税2f
TBL-0366,357,財政,市税2b
TBL-0367,357,財政,市税2d
TBL-0368,357,財政,市税2f
TBL-0369,357,財政,市税2h
TBL-0370,358,財政,市税3a
TBL-0371,358,財政,市税3c
TBL-0372,359,財政,市税3b
TBL-0373,359,財政,市税3d
TBL-0374,360,財政,地方税a
TBL-0375,361,財政,地方税b
TBL-0376,362,財政,地方税c
TBL-0377,363,財政,地方税d
TBL-0378,364,財政,国税a
TBL-0379,365,財政,国税b
TBL-0380,398,農業,農業戸数-人口-耕地a
TBL-0381,398,農業,農業戸数-人口-耕地b
TBL-0382,398,農業,農業戸数-人口-耕地d
TBL-0383,399,農業,農業戸数-人口-耕地c
TBL-0384,399,農業,農業戸数-人口-耕地e
TBL-0385,400,農業,農家数-農家人口
TBL-0386,401,農業,経営耕地別面積
TBL-0387,402,農業,主要農作物作付面積(戦前)a
TBL-0388,403,農業,主要農作物作付面積(戦前)b
TBL-0389,404,農業,主要農作物作付面積(戦後)a
TBL-0390,405,農業,主要農作物作付面積(戦後)b
TBL-0391,406,農業,家畜-家舎
TBL-0392,407,農業,家畜飼養戸数-頭数
TBL-0393,408,漁業,生売水産物数量a
TBL-0394,409,漁業,生売水産物数量b
TBL-0395,410,漁業,生売水産物金額a
TBL-0396,411,漁業,生売水産物金額b
TBL-0397,412,漁業,輸出生魚数量･金額a
TBL-0398,412,漁業,輸出生魚数量･金額c
TBL-0399,413,漁業,輸出生魚数量･金額b
TBL-0400,414,漁業,製造水産物水量1-1a
TBL-0401,415,漁業,製造水産物水量1-1b
TBL-0402,416,漁業,製造水産物水量1-1c
TBL-0403,417,漁業,製造水産物水量1-2a
TBL-0404,418,漁業,製造水産物水量1-2b
TBL-0405,419,漁業,製造水産物水量1-2c
TBL-0406,420,漁業,製造水産物金額1-1a
TBL-0407,421,漁業,製造水産物金額1-1b
TBL-0408,422,漁業,製造水産物金額1-1c
TBL-0409,423,漁業,製造水産物金額1-2a
TBL-0410,424,漁業,製造水産物金額1-2b
TBL-0411,425,漁業,製造水産物金額1-2c
TBL-0412,426,漁業,水産製品生産量1-1a
TBL-0413,427,漁業,水産製品生産量1-1b
TBL-0414,428,漁業,水産製品生産量1-1c
TBL-0415,429,漁業,水産製品生産量1-1d
TBL-0416,430,漁業,水産製品生産量1-2a
TBL-0417,431,漁業,水産製品生産量1-2b
TBL-0418,432,漁業,水産製品生産量1-2c
TBL-0419,433,漁業,水産製品生産量1-3a
TBL-0420,434,漁業,水産製品生産量1-3b
TBL-0421,435,漁業,水産製品生産量1-3c
TBL-0422,436,漁業,水産製品生産量1-3d
TBL-0423,437,漁業,水産製品生産量1-3e
TBL-0424,438,漁業,水産製品生産金額1-1a
TBL-0425,439,漁業,水産製品生産金額1-1b
TBL-0426,440,漁業,水産製品生産金額1-1c
TBL-0427,441,漁業,水産製品生産金額1-1d
TBL-0428,442,漁業,水産製品生産金額1-2a
TBL-0429,443,漁業,水産製品生産金額1-2b
TBL-0430,444,漁業,水産製品生産金額1-2c
TBL-0431,445,漁業,水産製品生産金額1-2d
TBL-0432,446,漁業,水産製品生産金額1-3a
TBL-0433,447,漁業,水産製品生産金額1-3b
TBL-0434,448,漁業,水産製品生産金額1-3c
TBL-0435,449,漁業,水産製品生産金額1-3d
TBL-0436,450,漁業,魚種別漁獲量a
TBL-0437,451,漁業,魚種別漁獲金額a
TBL-0438,452,漁業,魚種別漁獲量b
TBL-0439,453,漁業,魚種別漁獲量c
TBL-0440,454,漁業,魚種別漁獲量d
TBL-0441,455,漁業,魚種別漁獲量e
TBL-0442,456,漁業,魚種別漁獲金額b
TBL-0443,457,漁業,魚種別漁獲金額c
TBL-0444,458,漁業,魚種別漁獲金額d
TBL-0445,459,漁業,魚種別漁獲金額e
TBL-0446,460,漁業,漁業別漁獲量a
TBL-0447,461,漁業,漁業別漁獲金額a
TBL-0448,462,漁業,漁業別漁獲量b
TBL-0449,463,漁業,漁業別漁獲金額b
TBL-0450,469,漁業,魚網a
TBL-0451,470,漁業,漁網b
TBL-0452,488,露領漁業,租借-経営鮭鱒漁区数-魚種別漁獲量
TBL-0453,489,露領漁業,監視区別経営漁区数-魚種別漁獲量a
TBL-0454,490,露領漁業,監視区別経営漁区数-魚種別漁獲量b
TBL-0455,491,露領漁業,監視区別経営漁区数-魚種別漁獲量c
TBL-0456,492,露領漁業,監視区別経営漁区数-魚種別漁獲量d
TBL-0457,493,露領漁業,監視区別経営漁区数-魚種別漁獲量e
TBL-0458,494,露領漁業,塩鮭鱒生産量
TBL-0459,495,露領漁業,鮭鱒蟹缶詰生産量-金額a
TBL-0460,496,露領漁業,使用船舶数-トン数
TBL-0461,496,露領漁業,鮭鱒蟹缶詰生産量-金額b
TBL-0462,497,露領漁業,使用船舶数
TBL-0463,498,露領漁業,漁業塩産出国別使用量
TBL-0464,499,露領漁業,府県別従業員数
TBL-0465,499,露領漁業,職業別従業員数
TBL-0466,500,露領漁業,府県別露領水産組合員数a
TBL-0467,501,露領漁業,府県別露領水産組合員数b
TBL-0468,506,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区a
TBL-0469,507,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区b
TBL-0470,508,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区c
TBL-0471,509,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区d
TBL-0472,510,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区e
TBL-0473,511,露領漁業,監視区別-漁区別借区者異動-漁獲量-西南区f
TBL-0474,512,露領漁業,監視区別-漁区別借区者異動-漁獲量-サガレン区a
TBL-0475,513,露領漁業,監視区別-漁区別借区者異動-漁獲量-サガレン区b
TBL-0476,514,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキーa
TBL-0477,515,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキーb
TBL-0478,516,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキーc
TBL-0479,517,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキーd
TBL-0480,518,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキーe
TBL-0481,519,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキーf
TBL-0482,520,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキーg
TBL-0483,521,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキーh
TBL-0484,522,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキーi
TBL-0485,523,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキーj
TBL-0486,524,露領漁業,監視区別-漁区別借区者異動-漁獲量-オホストスキーk
TBL-0487,525,露領漁業,監視区別-漁区別借区者異動-漁獲量-ギジギンスキーa
TBL-0488,526,露領漁業,監視区別-漁区別借区者異動-漁獲量-ギジギンスキーb
TBL-0489,527,露領漁業,監視区別-漁区別借区者異動-漁獲量-ギジギンスキーc
TBL-0490,528,露領漁業,監視区別-漁区別借区者異動-漁獲量-ギジギンスキーd
TBL-0491,529,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1a
TBL-0492,530,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1b
TBL-0493,531,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1c
TBL-0494,532,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1d
TBL-0495,533,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1e
TBL-0496,534,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1f
TBL-0497,535,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1g
TBL-0498,536,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1h
TBL-0499,537,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1i
TBL-0500,538,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1j
TBL-0501,539,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1k
TBL-0502,540,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1l
TBL-0503,541,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区1m
TBL-0504,542,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2a
TBL-0505,543,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2b
TBL-0506,544,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2c
TBL-0507,545,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2d
TBL-0508,546,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2e
TBL-0509,547,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2f
TBL-0510,548,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2g
TBL-0511,549,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2h
TBL-0512,550,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2i
TBL-0513,551,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2j
TBL-0514,552,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2k
TBL-0515,553,露領漁業,監視区別-漁区別借区者異動-漁獲量-西カムチャツカ区2l
